nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
171,Tehnologie Modernă - Competitivitate Europeană,S.C. FILA CONF SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",542.832,88.368,420.800,278.420,1.330.420,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
172,"EXTINDEREA, MODERNIZAREA ŞI DEZVOLTAREA CAPACITĂŢII DE PRODUCŢIE A SC ARGIS PRODIMPEX SRL",ARGIS PRODIMPEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",688.080,112.013,342.897,237.718,1.380.708,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
173,Modernizarea societăţii CAFMIN SRL prin achiziţia de utilaje necesare ciclului de producţie,CAFMIN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,394.285,319.278,1.633.563,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
174,INTRODUCEREA DE NOI PRODUSE ÎN PLANUL DE PRODUCŢIE AL SC MICROROM SRL ORADEA,MICROROM SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",592.607,96.471,453.274,214.465,1.356.817,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
175,Modernizarea şi extinderea firmei SC Triga SRL prin achiziţii de utilaje şi mijloace de transport tehnologice,SC Triga SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",352.166,57.329,299.272,134.666,843.434,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
176,Achiziţie mijloace fixe în activitatea de tâmplărie pal melaminat,SC CESMOB SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",256.151,41.699,127.650,80.845,506.345,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
177,ÎMBUNĂTĂŢIREA LUCRĂRILOR DE CONSTRUCŢII PRIN ACHIZIŢIONAREA DE MAŞINI ŞI UTILAJE PERFORMANTE ÎN CADRUL FIRMEI ROMIMAR SRL TÂRGOVIŞTE,ROMIMAR SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",621.763,101.217,309.849,197.566,1.230.395,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
178,EFICIENTIZARE FLUX TEHNOLOGIC PRIN ACHIZIŢIA DE ECHIPAMENTE,SC IMOBIA INVEST SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",277.289,45.140,138.184,87.517,548.130,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
179,ACHIZIŢIONARE MIJLOACE TRANSPORT TEHNOLOGIC SPECIALIZAT PENTRU MODERNIZARE FIRMĂ,SC ALEXCOR TRADING SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,958.640,356.942,2.235.582,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
180,Diversificarea producţiei S.C. ATLANTA IND S.R.L. prin achiziţionarea unei linii tehnologice pentru prelucrare tablă tip ţiglă,SC ATLANTA IND SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",523.580,85.234,398.891,410.610,1.418.314,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
181,MODERNIZARE ŞI EXTINDERE CAPACITATE DE PRODUCŢIE SC EMIL GILL STYILE SRL,SC EMIL GILL STYILE SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",313.642,51.058,156.300,98.990,619.990,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
182,RECICLARE EUROPEANĂ,ELECTROCLEM SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",779.581,126.909,604.326,315.026,1.825.842,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
183,Creşterea eficienţei şi productiviăţii activităţii de execuţie prin modernizarea sectorului mecanic al SC EXCLUSIV CONSTRUCT SRL,SC EXCLUSIV CONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,964.170,357.992,2.242.162,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
184,ACHIZIŢIA DE UTILAJE PERFORMANTE ÎN VEDEREA CREŞTERII PRODUCTIVITĂŢII MUNCII ŞI A CALITĂŢII PRODUSELOR OBŢINUTE,SC TIPOGRAFIA FAST PRINT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",367.542,59.832,1.120.382,358.334,1.906.090,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
185,CALITATE ŞI EFICIENŢĂ,SC GET PHOENIX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",48.892,7.959,32.913,19.196,108.960,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
186,"Achiziţie de maşini şi utilaje pentru lucrări construcţii, jud. Iaşi",S.C. EUROPARTENER S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",331.347,53.940,599.222,193.837,1.178.347,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
187,MODERNIZAREA ŞI CREŞTEREA CAPACITĂŢII DE PRODUCŢIE PRIN IMPLEMENTAREA UNUI SISTEM INOVATIV LA B.D. LEMNTECH S.R.L.,B.D.Lemntech,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",758.771,123.521,589.472,279.636,1.751.400,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
188,EXTINDEREA ACTIVITĂŢII SC APA SERVICE SRL PRIN ACHIZIŢIONAREA DE UTILAJE PERFORMANTE,APA SERVICE S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",195.882,31.888,97.616,64.457,389.842,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
189,Oltenia construieşte!,STELSTAR PROD.IMP.EXP.S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",668.920,108.894,492.562,251.371,1.521.746,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
190,Modernizarea şi completarea parcului de utilaje pentru lucrări de construcţii,TERRA GAZ CONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,920.000,349.600,2.189.600,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
191,"LINIE TEHNOLOGICĂ POLIVALENTĂ DE RECICLARE A DEŞEURILOR DE POLIURETANI, ELASTOMERI,TEXTILE ŞI FOLII PLASTICE REZULTATE DIN DEZMEMBRAREA AUTOVEHICULELOR UZATE ŞI DIN ALTE SURSE INDUSTRIALE",MOBERFLEX IMPEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",525.353,85.523,269.163,170.707,1.050.745,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
192,"CONSOLIDAREA ŞI DEZVOLTAREA SOCIETĂŢII PETRANS SRL PRIN CREAREA UNEI NOI UNITĂŢI DE PRODUCŢIE ŞI DOTAREA ACESTEIA CU TEHNOLOGII MODERNE ŞI COMPETITIVE, ÎN REGIUNEA DE DEZVOLTARE NORD - EST, SATUL BOIŞTEA, COMUNA PETRICANI, JUDEŢUL NEAMŢ",SC PETRANS SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",692.300,112.700,511.000,240.040,1.556.040,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
193,Modernizarea tehnologică în vederea extinderii capacităţii de producţie a SC Cariera Meri SRL,SC CARIERA MERI SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,815.250,407.963,2.143.214,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
194,DEZVOLTAREA CAPACITĂŢILOR DE PRODUCŢIE PRIN ACHIZIŢIE DE UTILAJE NOI,SC GIMVEST SRL BRAILA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",158.397,25.786,224.896,72.025,481.104,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
195,Modernizare şi dotare hală producţie în vederea creşterii competitivităţii economice,SC ROYAL HOUSE SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",627.822,102.204,583.685,281.973,1.595.683,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
196,Modernizarea firmei prin achiziţia de echipamente performante,SC POP INDUSTRY SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",633.184,103.076,491.045,236.868,1.464.173,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
197,Achiziţie utilaje şi echipamente de construcţii,NIMADA S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",587.670,95.667,466.552,233.786,1.383.675,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
198,COMPETITIVITATEA ÎN PRODUCŢIA DE CHERESTEA,SC DUO VIO STEL SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",203.888,33.191,101.606,91.515,430.200,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
199,"Modernizare unitate de producţie textile, oraş Breaza, judeţ Prahova",SC Biancospino SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",610.108,99.320,472.952,295.543,1.477.922,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
200,CREŞTEREA CAPACITĂŢII DE PRODUCŢIE PRIN ACHIZIŢIE DE UTILAJE,S.C. DC&CO LTD S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",790.058,128.614,612.448,290.913,1.822.033,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
201,MODERNIZAREA ÎNTREPRINDERII SC MOLDOGLASS SRL PRIN ACHIZIŢIE DE ECHIPAMENTE ŞI DIVERSIFICAREA PRODUCŢIEI,MOLDOGLASS S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",547.392,89.110,280.808,174.289,1.091.599,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
202,Creşterea competitivităţii şi performanţei economice a SC IMPARAT SRL prin investiţii care vizează retehnologizarea şi creşterea capacităţii de producţie,SC IMPARAT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",782.600,127.400,401.429,249.171,1.560.600,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
203,MODERNIZARE FABRICĂ DE CONSTRUCŢII METALICE,INMELCON PROD S.A.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",517.810,84.295,401.403,190.667,1.194.174,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
204,DEZVOLTAREA ŞI MODERNIZAREA SECTORULUI PRODUCTIV AL SC ZAFA SRL,ZAFA SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",677.689,110.321,525.340,446.080,1.759.430,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
205,CREŞTEREA COMPETITIVITĂŢII SC FILDAS SRL PRIN ACHIZIŢIA DE UTILAJE,SC FILDAS SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",190.412,30.997,147.606,105.709,474.724,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
206,Modernizarea societăţii AVISAT SRL prin transfer de tehnologie,AVISAT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",524.658,85.409,261.457,169.289,1.040.813,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
207,ACHIZIŢIONAREA DE UTILAJE ŞI PROGRAME SPECIALIZATE ÎN VEDEREA CREŞTERII PRODUCTIVITĂŢII MUNCII ŞI A COMPETITIVITĂŢII ÎN CADRUL SC EVEREST INTERNATIONAL HOLDING SA,EVEREST INTERNATIONAL HOLDING SA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",665.719,108.373,550.500,306.862,1.631.454,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
208,"MODERNIZAREA ACTIVITĂŢII DE PRODUCŢIE A ÎNTREPRINDERII GRAFINET DESIGN SRL, PRIN ACHIZIŢIONAREA DE UTILAJE ÎNALT TEHNOLOGIZATE",GRAFINET DESIGN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",742.653,120.897,594.890,277.103,1.735.543,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
209,Achiziţie echipament şi accesorii pentru modernizarea fabricii de ţiglă Teiuş,SC IMCOP SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",791.200,128.800,1.145.636,171.685,2.237.321,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
210,Modernizarea activităţii productive desfăşurate de SC MOLDSILVA SA prin achiziţionarea de noi echipamente şi utilaje,SC MOLDSILVA SA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",566.130,92.161,282.124,178.679,1.119.093,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
211,Inhibitori de crustă şi coroziune - soluţia perfectă împotriva durităţii apei de răcire,EDICHIM SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",779.529,126.900,650.743,300.482,1.857.654,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
212,MODERNIZAREA ŞI RETEHNOLOGIZAREA PROCESULUI DE PRODUCŢIE LA SC MOBILĂ ŞI JUCĂRII SCM,SOCIETATEA COOPERATIVA MOBILA SI JUCARII SOCIETATE COOPERATIVA MESTESUGAREASCA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",123.264,20.066,93.321,44.964,281.615,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
213,Asined - 17 ani de experienţă în domeniul maselor plastice,ASINED PRODUCT IMPEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",641.930,104.500,675.355,270.139,1.691.925,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
214,ACHIZIŢIE INSTALAŢIE CU POMPĂ CU JET DE APA DE ÎNALTĂ PRESIUNE,S.C. GIMSID S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",317.491,51.685,246.117,116.905,732.198,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
215,Modernizarea şi eficientizarea activităţii din cadrul atelierului de prelucrări mecanice şi confecţii metalice,TEHNOFALT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",599.057,97.521,298.533,189.071,1.184.182,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
216,Achiziţie utilaje secţie prelucrarea lemnului,DANEK-RET SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",588.655,95.827,300.382,187.125,1.171.989,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
217,"Creşterea competitivităţii economice a SC BEGE & BEGE COMPANY SRL prin investiţii productive, cu rol major în dezvoltarea durabilă",SC Bege & Bege Company SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",313.710,51.069,156.334,99.011,620.124,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
218,Dezvoltarea capacităţii de producţie prin achiziţia de echipamente tehnologice performante la SC PREMAT PROD SRL,PREMAT PROD SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",463.677,75.482,236.503,151.541,927.203,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
219,Modernizarea capacităţilor de producţie pentru creşterea competitivităţii firmei,SC KORONDI ARCSO SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",258.315,42.051,194.682,94.059,589.107,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
220,DEZVOLTAREA SECTORULUI PRODUCTIV AL SC AUTO ARO GROUP SRL,SC AUTO ARO GROUP SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",353.547,57.554,176.186,111.585,698.872,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
221,DEZVOLTAREA FABRICAŢIE CU CREŞTEREA ŞI DIVERSIFICAREA PRODUCŢIEI,AUTOCLASS TERMOPAN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",211.728,34.467,347.305,112.765,706.265,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
222,Dezvoltarea activiăţii de construcţii realizate de Instalaţii Montaj Metal Reparaţii SRL Târgovişte,INSTALATII MONTAJ METAL REPARATII SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",697.185,113.495,347.435,221.387,1.379.502,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
223,Linie tehnologică PVC,SC ZIMBRUL SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",359.502,58.524,179.154,113.464,710.644,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
224,Dezvoltarea construcţiilor prin utilaje competitive,DARICONS TRUST SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",142.390,23.180,70.958,91.976,328.504,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
225,TEHNOLOGII MODERNE ÎN CONSTRUCŢIA CLĂDIRILOR,S.C.AG SAN INVEST S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",760.658,123.828,403.913,244.796,1.533.195,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
226,"RETEHNOLOGIZAREA LINIEI DE DEBITARE LINIARĂ, ÎNDOIRE ŞI PROFILARE LA RECE",ADARCO INVEST S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",563.214,91.686,436.600,18.500,1.110.000,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
227,"ACHIZITIA UNEI STATII DE BETOANE IN VEDEREA DIVERSIFICARII ACTIVITATII LA SC HAMERLEMN 2004 SRL, LOC. JOSENI, JUD. HARGHITA",HAMERLEMN 2004 SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",557.315,90.726,277.732,184.141,1.109.914,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
228,Modernizarea activităţii de producţie mobilier,SC AVANT GRAPHO SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",332.501,54.128,165.698,108.617,660.944,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
229,MODERNIZAREA S.C. AMIVET S.R.L.,S.C. AMIVET S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",682.793,111.152,340.262,215.499,1.349.707,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
