nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
80,Dezvoltarea capitalului uman şi a capacităţii administrative în cadrul Consiliului Local Turceni,Consiliul Local al oraşului Turceni,Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale,668.071,102.176,15.719,0,785.966,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
81,Consolidarea capacităţii administrative prin programe de instruire la nivelul unităţii administrativ teritoriale a Municipiului Brăila,Unitatea administrativ teritorială a Municipiului Brăila,Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale,198.733,30.395,4.676,0,233.804,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
82,Dezvolatrea competenţelor profesionale în cadrul autorităţilor publice locale în domeniile managementului proiectelor şi achiziţiilor publice,FUNDAŢIA CENTRUL DE RESURSE JURIDICE,Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale,1.405.133,214.903,33.062,0,1.653.098,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
83,Dezvoltarea şi consolidarea Centrului Naţional pentru Integritate,Asociaţia pentru Implementarea Democraţiei (A.I.D.),Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale,3.219.807,483.729,84.473,0,3.788.009,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
84,Limba engleză în administraţia publică locală - o punte spre Uniunea Europeană Universitatea Spiru Haret Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale 345.325 85 Competenţe pentru viitor,"Ministerul Muncii, Familiei şi Egalităţii de Şanse",Axa Prioritară 1/ DMI 1.3. Îmbunătăţirea eficacităţii organizaţionale,793.320,0,139.997,0,933.317,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
86,Implică-te! Fii responsabil!,Direcţia Generală de Asistenţă Socială şi Protecţia Copilului,Axa Prioritară 2/ DMI 2.1. Sprijin pentru procesul de descentralizare sectorială a serviciilor,956.740,135.069,33.767,0,1.125.576,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
87,Creşterea gradului de implementare a legislaţiei privind serviciile sociale la nivel local în contextul procesului de descentralizare,"Ministerul Muncii, Familiei şi Protecţiei Sociale",Axa Prioritară 2/ DMI 2.1. Sprijin pentru procesul de descentralizare sectorială a serviciilor,12.905.480,0,2.277.438,12.000,15.194.918,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
88,"Simplificarea procedurilor administrative pentru IMM, prin introducerea de birouri unice ""one stop shop""","Ministerul Întreprinderilor Mici şi Mijlocii, Comerţului şi Mediului de Afaceri",Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor,4.399.393,0,776.363,0,5.175.756,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
89,Dezvoltarea capacităţii instituţionale de furnizare a serviciilor publice de informare a cetăţenilor români imigranţi,"Ministerul Muncii, Familiei şi Egalităţii de Şanse",Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor,3.278.192,0,578.504,0,3.856.696,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
90,Dezvoltarea unui sistem de monitorizare a indicatorilor de performanţă în sectorul serviciilor comunitare de utilităţi publice,M.A.I.- Direcţia pentru Servicii de Interes General,Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor,6.444.821,0,1.137.321,0,7.582.142,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
91,Servicii publice eficiente prin informatizare la Instituţia Prefectului Judeţul Galaţi,Instituţia Prefectului - Judeţul Galaţi,Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor,406.615,0,71.756,0,478.371,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
92,"Implementarea sistemului de management al calităţii SR EN ISO 9001:2008 la nivelul Consiliului Judeţean şi al unităţilor subordonate Consiliul Judeţean Tulcea Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 317.626 93 Ghişeu unic în judeţul Bihor pentru obţinerea avizelor necesare proiectelor europene Instituţia Prefectului - Judeţul Bihor Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 255.843 94 Înfiinţarea Departamentului ""Management de Caz"" şi implementarea metodei - premiza pentru reducerea perioadei de livrare/asistenţă publică pentru copii şi adulţi Direcţia generală de Asistenţă Socială şi Protecţia Copilului, sector 6 Bucureşti Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 774.165 95 Proceduri simplificare - eficienţă crescută la nivelul Instituţiei prefectului Judeţului Prahova Instituţia Prefectului Judeţul Prahova Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 1.190.000 96 Îmbunătăţirea calităţii serviciilor oferite de Primăria Comunei Lumina printr-un management integrat UAT Comuna Lumina Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 350.002 97 Creşterea calităţii serviciilor furnizate de administraţia publică locală din Petrila Consiliul Local Petrila Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 220.150 98 Implementarea sistemului de management al calităţii la nivelul Primăriei municipiului Drăgăşani Municipiul Drăgaşani Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 296.800 99 Managementul standardizat pentru îmbunătăţirea calităţii şi eficienţei furnizării serviciilor oferite de Primăria Eforie UAT Oraşul Eforie Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 450.000 100 Sistem de management performant pentru comuna Dumbrăviţa, jud.Timiş Comuna Dumbrăviţa Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 234.460 101 Mecanisme integrate de reducere a duratei de livrare a serviciilor publice în cadrul Instituţiei Prefectului - judeţul Bacău Instituţia Prefectului - Judeţul Bacău Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 352.454 102 Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor publice la nivelul comunei Vlădeşti, judeţul Vâlcea Consiliul Local al Comunei Vlădeşti, judeţul Vâlcea Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 682.767 103 Sistem de management al calităţii în conformitate cu SR EN ISO 9001:2008 şi SR EN ISO 14001:2005 -Primăria Slănic Moldova UAT Slănic Moldova Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 249.990 104 Măsuri pentru eficientizarea serviciilor prestate în folosul cetăţenilor din comuna Istria, judeţul Constanţa Consiliul Local Istria Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 261.876 105 Implementarea şi Certificarea Sistemului Integrat de Management al Calităţii şi de Mediu în cadrul Consiliului Judeţean Brăila (SIMJUD Brăila) UAT a Judeţului Brăila (Consiliul Judeţean Brăila) Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 383.400 106 Dezvoltarea serviciilor publice ale comunelor Ciugud şi Berghin, judeţul Alba prin implementarea unui sistem interactiv, grafic de management şi a sistemului de management al calităţii Asociaţia Intercomunitară de Dezvoltare Ciugud-Berghin Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 464.600 107 ""Ghişeul unic - servicii publice complete pentru cetaţenii comunei Lieşti"" UAT Lieşti Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 243.700 108 Implementarea sistemului integrat de management al calităţii în Instituţia Prefectului - judeţul Neamţ şi certificarea calităţii serviciilor furnizate Instituţia Prefectului - judeţul Neamţ Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 310.146 109 Modernizarea şi eficientizarea serviciilor publice în folosul cetăţenilor din Municipiul Tîrgu - Mureş Municipiul Tîrgu Mureş Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 273.436 110 Implementarea unui sistem modern de management al documentelor Instituţia Prefectului - Judeţul Gorj Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 579.100 111 Eficientizarea serviciilor furnizate la nivel local prin implementarea sistemului de management al calităţii la nivel Primăriei municipiul Adjud UAT Adjud Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 252.275 112 Eficientizarea serviciilor publice prin implementarea sistemului integrat de management - ISO, de mediu şi sănătate şi securitatea a muncii în cadrul Primăriei oraşului Murfatlar, Oraşul Murfatlar Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 259.066 113 Asigurarea condiţiilor de implementare a Sistemului legislativ managerial public pentru cadrele de conducere din cadrul Consiliului judeţean Mureş şi a instituţiilor Consiliul Judeţean Mureş Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 499.300 114 Servicii de calitate în administraţia publică locală Agenţia de Dezvoltare Durabilă a Judeţului Braşov Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 497.378 115 Implementare şi certificare sistem de management integrat calitate - mediu - sănătate şi siguranţă ocupaţională - securitatea informaţiei la Primăria Fieni Consiliul Local Fieni Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 261.313 116 Implementarea sistemului de management al calităţii la nivelul unor servicii din cadrul Direţiei Generale de Asistenţă Socială şi Protecţia Copilului Argeş Consiliul Judeţean Argeş Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 271.150 117 Îmbunătăţirea calităţii serviciilor furnizate de către Primăria Curtea de Argeş, prin implementarea sistemelor integrate de management Consiliul Local al municipiului Curtea de Argeş Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 372.000 118 Sistemul integrat de management al calităţii, garanţie a unei furnizări de calitate şi în condiţii de eficienţă a serviciilor publice de către Primăria Chitila Consiliul Local al oraşului Chitila Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 270.617 119 Implementarea, certificarea şi menţinerea Sistemului de Management al Calităţii ISO 9001:2008 în cadrul Instituţiei Prefectului – Judeţul Ialomiţa, Instituţia Prefectului - Judeţul Ialomiţa Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 427.328 120 Implementarea sistemului integrat de management calitate-mediu-sănătate la Primăria oraşului Mizil Consiliul Local al Oraşului Mizil Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 410.435 121 Servicii publice de calitate în comuna Fitionesti Comuna Fitionesti reprezentata prin Consiliul Local Axa Prioritară 2/ DMI 2.2. Îmbunătăţirea calităţii şi eficienţei furnizării serviciilor 349.561 122 Sprijinirea funcţionării AM PODCA prin asigurarea suportului logistic necesar",M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",90.785,0,30.262,22.999,144.046,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
123,Sprijinirea funcţionării AM PO DCA prin dotarea cu materiale de comunicaţii şi IT,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",202.293,0,67.430,51.248,320.971,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
124,Sprijinirea activităţii Comitetului de Monitorizare a PO DCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",55.519,0,18.505,14.065,88.089,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
125,Sprijinirea pregătirii şi perfecţionării personalului Autorităţii de Management pentru PO DCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",191.704,0,63.902,41.196,296.802,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
126,Evaluarea intermediară a PODCA pentru perioada 1 ianuarie - 30 iunie 2009,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",390.600,0,130.200,98.952,619.752,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
127,Sprijinirea procesului de evaluare şi selecţie a proeictelor depuse spre finanţare la PO DCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",390.000,0,130.000,98.800,618.800,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
128,Sprijinirea eficienţei managementului general şi a implementării PO DCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",4.633.087,0,1.544.363,1.173.715,7.351.165,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
129,"Asigurarea perfecţionării personalului AM PODCA prin participarea la conferinţe, seminarii, cursuri şi reţele tematice",M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",638.250,0,212.750,161.690,1.012.690,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
130,Susţinerea implementării PO DCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",1.050.000,0,350.000,266.000,1.666.000,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
131,Asigurarea unui proces transparent de evaluare si selectie a solicitarilor de finantare din PODCA,M.A.I.-D.D.C.A.,"Axa Prioritară 3/ DMI 3.1. Sprijin pentru implementarea, managementul general, evaluarea PO DCA şi pentru pregătirea următorului exerciţiu de programare",378.750,0,126.250,95.950,600.950,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
132,Sprijin pentru asigurarea proceselor de informare şi publicitate pentru PODCA,M.A.I.-D.D.C.A.,Axa Prioritară 3/ DMI 3.2. Sprijin pentru activităţile de comunicare şi de promovare ale PO DCA,2.059.870,0,686.622,486.469,3.232.961,LEI,http://localhost:9999/Lista_contractate_PO_DCA_30_aprilie_2010.pdf
