nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
148,"Acces social - reabilitarea , modernizarea, dezvoltarea si echiparea centrului social de zi pentru persoane varstnice ""Mitropolitul Firmilian""",Arhiepiscopia Craiovei,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.501.625,382.601,58.862,549.687,3.492.774,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
149,"Mansardarea si actualizarea exigentelor de performanta ale cladirii centrului rezidential pentru varstnici, ceh Silvaniei",Fundatia Rainbow cehu Silvaniei,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.052.915,313.975,48.304,642.628,3.057.822,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
150,Modernizare si extindere Centru de recuperare si reabilitare a persoanelor cu handicap adulte nr.1 (fost centru de plasament nr.1),Consiliul Judetului Galati,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.459.162,223.166,34.333,1.138.563,2.855.224,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
151,Reabilitarea caminului pentru persoane varstnice- utilitati si corp cantina,Consiliul Local Constanta,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.436.502,372.641,57.329,633.189,3.499.662,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
152,AMENAJAREA SI REABILITAREA UNITATII DE ASISTENTA MEDICO - SOCIALA MIHAILENI,"JUDETUL BOTOSANI, BOTOSANI, PIATA REVOLUTIEI 1 - 3",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.272.488,194.616,29.941,402.077,1.899.122,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
153,"Centrul Comunitar Romanii - reabilitarea, modernizarea si echiparea cladirii in care va functiona centrul rezidential pentru romi - dezvoltarea si modernizarea infrastructurii serviciilor sociale din Baia Mare","Serviciul Public ""Asistenta Sociala"" Baia Mare",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.234.540,341.753,52.577,869.897,3.498.768,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
154,REABILITAREA SI MODERNIZAREA CENTRULUI DE RECUPERARE SI REABILITARE A PERSOANELOR CU HANDICAP PASTRAVENI,"JUDETUL NEAMT, P. NEAMT, STR. ALEXANDRU CEL BUN, NR. 27",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.309.584,353.231,54.343,517.690,3.234.848,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
155,MODERNIZAREA PAVILIOANELOR DE CAZARE SI CENTRALA TERMICA PENTRU CENTRUL DE INGRIJIRE SI ASISTENTA TIRGU NEAMT,UAT jud Neamt si Centrul de Ingrijire si Asistenta Sociala Tg Neamt,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.458.365,375.985,58.165,562.160,3.454.675,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
156,REABILITAREA SI MODERNIZAREA CENTRULUI DE INGRIJIRE SI ASISTENTA OSLOBENI,"JUDETUL NEAMT, P. NEAMT, STR. ALEXANDRU CEL BUN, NR. 27, CENTRUL DE INGRIJIRE SI ASISTENTA OSLOBENI",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.965.228,300.564,46.241,438.336,2.750.370,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
157,"REABILITAREA, MODERNIZAREA SI EXTINDEREA CENTRULUI DE RECUPERARE SI REABILITARE NEUROPSIHIATRICA RAZBOIENI","JUDETUL NEAMT, P. NEAMT, STR. ALEXANDRU CEL BUN, NR. 27 Centrul de Reabilitare si Recuperare Neuropsihiatrica",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.454.795,375.439,57.760,547.769,3.435.763,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
158,Extinderea si dotarea centrului de recuperare si reabilitare neuropsihiatrica Brancovenesti,Directia Generala de Asistenta Sociala si Protectia Copilului Mures,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.412.568,368.981,56.766,561.288,3.399.603,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
159,"REABILITAREA, MODERNIZAREA SI ECHIPAREA COMPLEXULUI DE SERVICII ""ROMANITA"" ROMAN","DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI NEAMT, P. NEAMT, ALEXANDRU CEL BUN, NR. 11",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,951.901,145.585,22.398,218.166,1.338.049,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
160,"REABILITAREA, MODERNIZAREA SI EXTINDEREA CENTRULUI DE INGRIJIRE SI ASISTENTA ROMAN","JUDETUL NEAMT, P. NEAMT, STR. ALEXANDRU CEL BUN, NR. 27 CENTRUL DE INGRIJIRE SI ASISTENTA ROMAN",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.353.852,360.001,55.385,525.205,3.294.443,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
161,"CENTRU SOCIAL DE TIP REZIDENTIAL GALATA, IASI",DIR GEN DE ASIST SOCIALA SI PROTECTIA COPILULUI,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.353.248,356.838,58.441,706.426,3.474.954,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
162,Extinderea si modernizarea Centrului Medico- Social Pechea,Centrul Medico-Social Pechea,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.501.363,382.561,58.856,553.452,3.496.232,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
163,"Extindere bucatarie, spalatorie la centrul de zi Prichindel Comuna Punghina",Directia Generala de Asistenta Sociala si Protectia Copilului Mehedinti,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,713.791,109.168,16.975,208.472,1.048.406,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
164,"REABILITAREA, MODERNIZAREA SI EXTINDEREA CLADIRII DESTINATA ""CAMINULUI PENTRU BATRANI"" IN MUNICIPIUL ROMAN","MUNICIPIUL ROMAN, ROMAN, PIATA ROMAN VODA, NR. 1",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.428.172,371.367,57.133,536.832,3.393.505,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
165,"Achizitionare echipamente specifice pentru imbunatatirea capacitatii si calitatii sistemului de interventie in situatii de urgenta si pentru acordarea asistentei medicale de urgenta si a primului ajutor calificat, in Regiunea 7 Centru",ADI Centru,Axa Prioritară 3/ DMI 3.3. Îmbunătăţirea dotării cu echipamente a bazelor operaţionale pentru intervenţii în situaţii de urgenţă,30.456.860,4.658.108,716.632,6.824.004,42.655.604,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
166,"Achizitionare Echipamente Specifice Pentru Imbunatatirea Capacitatii si Calitatii Sistemului de Interventie in Situatii de Urgenta, Acordarii Asistentei Medicale de urgenta si a Primului Ajutor",Asociatia de Dezvoltare Intercomunitare Euronest,Axa Prioritară 3/ DMI 3.3. Îmbunătăţirea dotării cu echipamente a bazelor operaţionale pentru intervenţii în situaţii de urgenţă,34.031.433,5.204.807,800.740,7.637.660,47.674.640,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
167,Imbunatatirea dotarii cu echipamente a bazelor operationale pentru interventii in situatii de urgenta in regiunea Sud Vest Oltenia,Asociatia de Dezvoltare Intercomunitara Sud vest Oltenia,Axa Prioritară 3/ DMI 3.3. Îmbunătăţirea dotării cu echipamente a bazelor operaţionale pentru intervenţii în situaţii de urgenţă,34.965.714,5.347.697,822.723,7.932.866,49.069.000,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
168,Achiziţionare echipamente specifice pentru îmbunătăţirea capacităţii şi calităţii sistemului de intervenţie în situaţii de urgenţă şi pentru acordarea asistenţei medicale de urgenţă şi a primului ajutor calificat în Regiunea Vest”,Asociatia de Dezvoltare Intercomunitara Vest,Axa Prioritară 3/ DMI 3.3. Îmbunătăţirea dotării cu echipamente a bazelor operaţionale pentru intervenţii în situaţii de urgenţă,34.848.300,5.329.740,819.960,8.723.770,49.721.770,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
169,Modernizarea Centrului Scolar pentru educatie incluziva Elena Doamna,UAT Jud Vrancea,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",7.037.398,991.894,250.000,1.563.611,9.842.903,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
170,"Modernizare, extindere si dotare Centrul Scolar pentru educatie incluziva Mihalceni",UAT Jud Vrancea,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.547.650,217.989,55.126,366.545,2.187.310,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
171,Modernizarea si reabilitarea Scolii nr. 38 din Municipiul Galati,Consiliul Local Municipal Galati,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.637.968,250.348,38.705,364.158,2.291.180,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
172,Reabilitare si modernizare la Colegiul National Elena Cuza din municipiul Craiova,Consiliul Local Craiova,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",7.286.090,1.114.343,171.437,1.766.442,10.338.312,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
173,Reabilitarea si extinderea scolii cu clasele I-IV din satul Galanesti,UAT Comuna Galanesti,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.582.658,242.054,37.239,429.665,2.291.615,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
174,Extindere colegiu de industrie alimentara Elena Doamna si modernizarea utilitatilor existente,UAT municipiul Galati,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.539.330,693.296,107.762,1.006.154,6.346.542,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
175,"Reabilitarea şi Modernizarea Campusului ""Tudor Vladimirescu""","Universitatea Technică ""Gheorghe Asachi "" Iaşi","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",47.637.494,7.285.734,1.120.822,10.504.761,66.548.811,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
176,Extindere scoala generala nr. 1 Titu,Orasul Titu,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.144.638,175.062,26.933,429.117,1.775.750,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
177,"Consolidare si reabilitare scoala cu cls.I-VIII, nr.17, Ecaterina Teodoroiu",Unitatea Administrativ Teritoriala Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.389.463,212.506,32.693,310.586,1.945.248,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
178,Consolidarea si reabilitarea grupului scolar Grigore Moisil,Unitatea Administrativ Teritoriala Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.217.792,645.074,99.242,942.801,5.904.909,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
179,Extindere Scoala Speciala Nr- 2,Consiliul Judetean Constanta,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",704.005,107.671,16.565,203.276,1.031.517,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
180,"""Extindere Complex Terapeutic Centrul Albatros""",Consiliul Judetean Constanta,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.209.536,643.811,99.048,1.165.401,6.117.796,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
181,"REABILITARE SCOALA CU CLASELE I - VIII ""GEORGE CALINESCU""","PRIMARIA ONESTI ONESTI BD. OITUZ, NR. 17","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.692.558,411.803,63.354,711.051,3.878.765,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
182,REABILITARE SCOALA CU CLASELE I - VIII NR. 7,"PRIMARIA ONESTI ONESTI BD. OITUZ, NR. 17","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.540.286,388.514,59.771,680.020,3.668.592,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
183,"Consolidare, reabilitare si modernizare Colegiul National „Constantin Carabella” (corp A+B) Târgoviste",Municipiul Targoviste,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",7.347.976,1.123.702,173.000,1.660.668,10.305.346,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
184,Extindere Complex de Integrare prin terapii specifice,Consiliul Judetean Constanta,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",743.271,113.255,17.910,243.655,1.118.092,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
185,"Modernizarea Scolilor General Sinmartinul de Cimpie si Ulies, comuna Riciu, jud. Mures",Comuna Riciu,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.035.895,158.431,24.374,493.228,1.711.928,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
186,"Reabilitarea, modernizarea si echiparea liceelor ""Marton Aron"" si ""Segito Maria"" din Miercurea Ciuc",UAT Municipiului Miercurea Ciuc,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",17.973.986,2.748.963,422.917,4.351.087,25.496.953,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
187,"Modernizare camine, modernizare sala de festivităţi, amenajare baza sportivă – Liceul teoretic Iancu C. Vissarion, Oraş Titu",Orasul Titu,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",10.210.245,1.560.884,240.924,2.296.992,14.309.045,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
188,"Modernizare scoala generala nr. 2 cu clasele I-VIII Bistrita Birgaului, comuna Bistrita Birgaului, judetul Bistrita Nasaud",Consiliul Local al comunei Bistrita Birgaului,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.581.975,394.890,60.752,1.065.146,4.102.763,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
189,Reabilitare si extindere Scoala cu Clasele I-VIII Nr. 1 Carei,Primaria Municipiului Carei,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",817.352,124.045,20.193,249.564,1.211.155,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
190,Extindere si reabilitare la Liceul teoretic Carei,Consiliul local Carei,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.160.822,479.701,78.091,739.080,4.457.694,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
191,"Rebilitare campus universitar Complex Mecanica - Lucrari de schimbare de destinatie a cantinei in biblioteca, extindere cladire pentru asigurarea de spatii de invatamant si facilitati conexe",Universitatea din Craiova,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",41.310.424,6.275.296,1.014.778,12.164.939,60.765.438,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
192,Reabilitare scoala cu cls. I-VIII nr.18 Mihu Dragomir,Unitatea Administrativ Teritoriala Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.056.519,467.468,71.918,676.055,4.271.960,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
193,Reparatii capitale la Liceul cu program sportiv Braila,Unitatea administrativ teritoriala Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.032.388,310.836,47.821,450.184,2.841.229,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
194,O SCOALA LA INALTIME,"CONSILIUL LOCAL PALANCA, JUD. BACAU","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.506.910,230.469,35.457,596.737,2.369.573,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
195,"Reabilitarea infrastructurii educationale in comuna Balan, judetul Salaj",Consiliul local al Comunei Balan,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",929.711,142.191,21.876,244.622,1.338.400,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
196,Scoala gimnaziala Iorgu Iordan - Reabilitare si modernizare in folosul elevilor si a cadrelor didactice,Consiliul Local Tecuci,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.885.572,288.382,44.366,417.816,2.636.136,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
197,"REABILITARE COLEGIUL TEHNIC ""GHEORGHE ASACHI""","PRIMARIA ONESTI ONESTI BD. OITUZ, NR. 17","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.487.155,839.212,129.110,1.423.270,7.878.746,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
198,"Reabilitarea, modernizarea şi echiparea infrastructurii educaţionale preuniversitare din Comuna Lereşti, satul Voinesti, jud Argeş",Consiliul Local Leresti,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.495.295,228.692,35.183,403.288,2.162.459,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
199,O scoala pentru viitor,Municipiul Petrosani,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.926.855,753.519,115.926,1.101.297,6.897.597,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
200,Modernizare scoala generala OV Calan si scoala generala str. Unirii - corpuri A si B,Mun. Calan,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.586.299,548.493,84.384,887.323,5.106.499,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
201,Consolidarea si modernizarea ateliere scoala Liceul cu program sportiv,Municipiul Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.642.224,251.125,38.679,411.638,2.343.667,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
202,Scoala-emblema comunitatii,Consilul Local Topolog,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",819.075,125.270,19.272,183.087,1.146.705,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
203,"Supraetajare si reabilitare termica la Scoala Generala ""Mihai Eminescu"" din municipiul Zalau",Consiliul Local Zalau,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.984.261,456.419,70.218,874.475,4.385.373,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
204,Consodlidarea si modernizarea scolii generale Viisoara+municipiul Bistrita,Municipiul Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.362.432,361.285,55.615,942.294,3.721.625,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
205,Ateliere scoala-Grup Scolar Forestier,Primaria Municipiului Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.832.689,280.294,43.122,489.198,2.645.302,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
206,"Mansardare corp existent Liceul de arte „Bălaşa Doamna” din Municipiul Târgovişte, judeţul Dâmboviţa",Municipiul Targoviste,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.515.459,384.421,59.493,830.852,3.790.226,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
207,"Reabilitarea, modernizarea şi echiparea infrastructurii educaţionale preuniversitare din Comuna Lereşti, satul Pojorâta, jud Argeş",Consiliul Local Leresti,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",510.710,78.109,12.017,126.221,727.056,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
208,"Construire şcoală cu 22 săli de clasă şi reabilitare şi modernizare clădire internat la Grupul şcolar Goga Ionescu din oraşul Titu, jud Dâmboviţa",Orasul Titu,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.558.976,697.255,107.270,1.541.060,6.904.561,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
209,Consolidarea si modernizarea internatului Colegiului tehnic INFOEL,Municipiul Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.070.941,469.673,72.257,1.330.073,4.942.944,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
210,Reabilitare Liceul de Arta I. ST Paulian,Primaria Municipiului Drobeta Turnu Severin,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.403.118,214.595,33.015,347.896,1.998.623,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
211,"Reabilitare si mansardare corp vechi, reabilitarea bazei sportive -Scoala nr. 2 Titu",Orasul Titu,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.953.049,757.525,116.542,1.312.165,7.139.282,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
212,Reabilitarea si dotarea scolii speciale ajutatoare Bals,Consiliul Judetean Olt,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.708.157,261.248,40.192,386.888,2.396.484,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
