nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
137,Îmbunătăţirea Procesului de Formare prin Studii doctorale în Ştiinţe exacte,Universitatea din Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,10.431.081,1.840.779,250.446,12.773,12.535.079,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
138,"PROIECT DE REFORMA A DOCTORATULUI IN STIINTE MEDICALE: O VIZIUNE INTEGRATIVA DE LA FINANTARE SI ORGANIZARE, LA PERFORMANTA STIINTIFICA SI IMPACT","UniversitateadeMedicinasiFarmacie\""I uliuHatieganu\""Cluj-Napoca",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,5.456.924,962.987,124.947,61.939,6.606.797,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
139,Sprijin doctoral pentru doctoranzii in Ingineria Mediului Construit,UniversitateaTehnicadeConstructiiBuc uresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,4.350.461,767.728,104.452,150.000,5.372.641,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
140,"Burse doctorale în sprijinul cercetării de tip interdisciplinar în sociologie, ştiinţe ale educaţiei şi psihologiei, ştiinţe ale comunicării",UniversitateadinBucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,8.680.959,1.531.934,207.755,0,10.420.648,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
141,Burse doctorale pentru cresterea competitivitatii in domeniul medical si farmaceutic,"UniversitateadeMedicinasiFarmacie\"" Gr.T.Popa\""Iasi",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,5.695.626,1.005.110,136.749,0,6.837.485,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
142,Investitie in dezvoltare durabila prin burse doctorale INDED,Universitatea Transilvania din Brasov,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,7.395.936,1.305.165,177.573,242.250,9.120.924,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
143,BURSE DOCTORALE PENTRU PERFORMANTA IN CERCETARE LA NIVEL EUROPEAN (EURODOC),Universitatea Tehnica GheorgheAsachi din Iasi,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.343.800,2.884.200,400.000,372.000,20.000.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
144,Studii doctorale in stiinte ingineresti in scopul dezvoltarii societatii bazate pe cunoastere - SIDOC,Universitatea Tehnica din Cluj-Napoca,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.440.271,3.077.695,418.734,0,20.936.700,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
145,Studii doctorale inovative intr-o societate bazata pe cunoastere,UNIVERSITATEA BABES-BOLY Aidin Cluj-Napoca,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.088.579,3.015.632,410.290,418.912,20.933.412,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
146,Dezvoltarea de cariere stiintifice competitive prin programe de burse doctorale (COMPETE),Universitatea Politehnica din Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.065.221,3.011.510,409.729,0,20.486.460,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
147,Integrarea cercetării româneşti în contextul cercetării europene - burse doctorale,Universitatea Lucian Blaga din Sibiu,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,9.614.986,1.696.762,230.852,0,11.542.600,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
148,Studii doctorale in domeniul stiintelor vietii si pamantului,Universitatea Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,8.109.717,1.431.126,194.711,249.477,9.985.031,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
149,Competitivitate si performanta in cercetare prin programe doctorale de calitate (ProDOC),Universitatea POLITEHNICA din Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.433.823,3.076.557,418.580,0,20.928.960,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
150,Eficientizarea activitatii studentilor din cadrul ciclului de studii doctorale,"Universitatea\""DunareadeJos\""Galati",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,11.516.471,2.032.318,276.506,1.200.000,15.025.296,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
151,Burse doctorale pentru doctoranzi competitivi in Aria Europeana a Cercetarii,Universitatea de Medicina si Farmacie Victor Babes Timisoara,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,5.686.134,1.003.435,136.521,192.003,7.018.093,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
152,Burse doctorale pentru dezvoltarea societatii bazate pe cunoastere- BDSC,Scoala Nationala De Studii Politice si Administrative,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,5.615.573,990.984,134.828,0,6.741.384,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
153,"Bursele doctorale, premiza pentru cresterea competitivitatii si competentelor in cercetarea stiintifica.",Universitatea Valahia din Târgovişte- Şcoala Doctoralǎ,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,9.578.922,1.690.398,229.986,230.337,11.729.643,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
154,EDUCAŢI 2- Excelenţă Doctorală Umanistă în Cercetare: Aplicaţii şi Teorii Interdisciplinare 2,Universitatea din Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,15.940.592,2.813.046,382.727,191.364,19.327.729,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
155,Finantare europeana pentru studii doctorale (FEST),Universitatea de Medicina si Farmacie CAROL DAVILA din Bucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,13.689.897,2.415.864,328.689,174.040,16.608.490,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
156,Scoala Postdoctorala pentru biodiversitate zootehnica si biotehnologii alimentare pe baza eco-economiei si bioeconomiei necesare ecosanogenezei,Institutul National de Cercetari Economice al Academiei Romane,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.193.680,2.857.708,388.804,1.246.410,20.686.602,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
157,Studii POst-Doctorale in Economie: program de formare continua a cercetatorilor de elita – SPODE,Academia Română,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,12.348.421,2.179.133,3.861.755,1.458.804,19.848.114,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
158,Dezvoltarea capacitatii de inovare si cresterea impactului cercetarii prin programe post- doctorale,"Universitatea ""AlexandruIoanCuza"" Iasi",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.077.939,3.013.754,410.035,439.772,20.941.500,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
159,ORGANIZAREA SCOLII POSTDOCTORALE DE INTERES NATIONAL “ BIOTEHNOLOGII APLICATE” CU IMPACT IN BIOECONOMIA ROMANEASCA,UniversitateadeStiinteAgricolesiMedic inaVeterinaraCluj-Napoca,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,7.715.600,1.361.576,187.109,307.000,9.571.285,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
160,DEZVOLTAREA SI SUSTINEREA DE PROGRAME POSTDOCTORALE MULTIDISCIPLINARE IN DOMENII TEHNICE PRIORITARE ALE STRATEGIEI NATIONALE DE CERCETARE – DEZVOLTARE – INOVARE,UniversitateaTehnicadinCluj-Napoca,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.444.270,3.078.401,418.830,0,20.941.500,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
161,Program postdoctoral pentru cercetare avansata in domeniul nanomaterialelor,UniversitateaPolitehnicaBucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,8.561.851,1.510.915,205.567,0,10.278.333,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
162,Fondul Social European – Program de burse postdoctorale Cristofor I. Simionescu,InstitutuldeChimieMacromolecularaPe truPoniIasi,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,15.763.699,2.781.829,378.480,562.458,19.486.466,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
163,Programe postdoctorale in avangarda cercetarii de excelenta in Tehnologiile Societatii Informationale si dezvoltarea de produse si procese inovative.,InstitutulNationaldeCercetare- DezvoltarepentruTextilesiPielarie,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,6.507.228,1.148.334,156.236,194.781,8.006.580,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
164,Progres si dezvoltare prin cercetare si inovare post-doctorala in inginerie si stiinte aplicate (POST-DOC PRiDE),UniversitateaStefancelMareSuceava,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,11.174.018,1.971.886,268.284,0,13.414.188,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
165,Performanta prin postdoctorat pentru integrarea in aria europeana de cercetare (PERFORM- ERA),UniversitateaTehnicaGheorgheAsachid inIasi,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.014.225,3.002.510,408.505,388.080,20.813.320,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
166,Program postdoctoral pentru formare cercetatori in stiinte,UNIVERSITATEADINBUCURESTI,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.094.776,3.016.725,418.693,332.946,20.863.140,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
167,Programe postdoctorale pentru dezvoltare durabila intr-o societate bazata pe cunoastere,UNIVERSITATEABABES- BOLYAIdinCluj-Napoca,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.547.195,2.920.093,397.292,979.266,20.843.846,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
168,Cercetare avansata prin programe post- doctorale in stiinte fundamentale si clinice medicale,UNIVERSITATEADEMEDICINASIF ARMACIEDINTARGU-MURES,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,11.960.073,2.110.601,287.157,166.698,14.524.529,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
169,Studii postdoctorale in domeniul eticii politicilor de sanatate,"UniversitateadeMedicinasiFarmacie\"" Gr.T.Popa\""Iasi",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,11.554.508,2.039.031,348.435,0,13.941.974,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
170,Parteneriatul universitar in cercetare – un pas inainte spre o scoala posdoctorala a viitorului,UniversitateadinCraiova,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.307.662,2.877.823,391.540,367.993,19.945.018,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
171,Stiinte socio-umane si politice aplicative. Program de pregatire postdoctorala si burse postodoctorale de cercetare in domeniul stiintelor socio-umane si politice,UNIVERSITATEADINBUCURESTI,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.246.461,2.867.023,390.071,0,19.503.555,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
172,Şcoala Postdoctorală în domeniul Agriculturii şi al Medicinei Veterinare,UniversitateadeŞtiinţeAgricoleşiMedic inăVeterinarăaBanatuluidinTimişoara,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.299.740,3.052.895,415.360,0,20.767.995,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
173,Excelenta in cercetare prin programe postdoctorale in domenii prioritare ale societatii bazate pe cunoastere (EXCEL),UniversitateaPOLITEHNICAdinBucur esti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,17.387.084,3.068.309,417.457,0,20.872.850,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
174,Institut de Studii Muzicale Doctorale Avansate - MIDAS (Music Institute for Doctoral Advanced Studies),UniversitateaNationaladeMuzicaBucur esti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,12.295.455,2.169.786,295.209,0,14.760.450,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
175,Retea transnationala de management integrat al cercetarii postdoctorale in domeniul Comunicarea stiintei. Constructie institutionala (scoala postodoctorala) si program de burse (CommScie),"Universitatea„Al.I.Cuza”,Iasi",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,12.369.607,2.182.872,298.741,12.883,14.864.102,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
176,Dezvoltarea Resurselor Umane prin Cercetare Postdoctorala in Domeniul Micro si Nanotehnologiilor,InstitutulNationaldeCercetare- DezvoltarepentruMicrotehnologie,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,8.561.622,1.510.875,205.562,0,10.278.059,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
177,Sprijinirea cercetarii prin formarea de specialisti in cadrul programului de studii postdoctorale,UniversitateadeMedicinasiFarmacieCa rolDavila,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,15.542.658,2.742.822,373.190,1.170.020,19.828.690,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
178,Standarde europene pentru programe postdoctorale competitive de formare in domeniul managementului cercetarii avansate si expertizei psihiatrice medico-legale,institutuldemedicinalegala,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,7.319.765,1.291.723,175.744,0,8.787.232,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
179,Sustinerea cercetarii postdoctorale in domeniul chirurgiei reconstructive de transplant (POSTDOC-TRANSPLANT),UniversitateadeMedicinasiFarmacieC AROLDAVILAdinBucuresti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,15.895.222,2.805.039,381.639,196.270,19.278.170,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
180,"\""Europaeus\"" Program Postdoctoral",UniversitateaBucuresti- FacultateadeIstorie- SectiaRelatiiInternationalesiStudiiEuro pene,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,2.004.986,353.821,50.100,0,2.408.907,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
181,Cercetatori romani competitivi prin programe doctorale moderne si eficiente,Universitatea din Oradea,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,2.684.608,473.754,64.457,51.300,3.274.119,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
182,"Societatea bazată pe cunoaştere – cercetări, dezbateri, perspective","AcademiaRomana,FilialaIaşi",Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,13.247.261,2.337.752,2.750.297,512.116,18.847.426,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
183,Performanţă şi excelenţă în cercetarea postdoctorală în domeniul ştiinţelor economice din România,AcademiadeStudiiEconomicedinBucur esti,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,15.008.314,2.648.526,3.115.913,159.849,20.932.602,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
184,"Programul Postdoctoral interdisciplinar \""Biotehnologii celulare si moleculare cu aplicatii in medicina\""",InstitutuldeBiochimiealAcademieiRom ane,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,12.134.166,2.141.323,291.950,201.436,14.768.875,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
185,Stiintele socio-umaniste in contextul evolutiei globalizate - dezvoltarea si implementarea programului de studii si cercetare postdoctorala,AcademiaRomana,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,16.887.319,2.980.115,405.458,391.991,20.664.883,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
186,"Cercetarea ştiinţifică economică, suport al bunăstării şi dezvoltării umane în context european",InstitutulNationaldeCercetariEconomic eCostinC.Kiritescu”alAcademieiRoma ne,Axa Prioritară 1/ DMI 1.5. Programe doctorale şi post-doctorale în sprijinul cercetării,14.613.898,2.578.923,350.874,1.070.150,18.613.845,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
187,„Aptitudini practice prin învăţare la locul de muncă pentru tranziţia la viaţa activă”,Fundaţia Învăţământului Preuniversitar al Cooperaţiei Meşteşugăreşti – „Spiru Haret” Bucuresti FIPCM Bucuresti,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,7.207.173,995.847,170.000,0,8.373.020,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
188,SCHEMĂ INOVATIVĂ PENTRU TRANZIŢIA DE LA ŞCOALA LA PIAŢA MUNCII PENTRU STUDENŢI,"Camera de Comerţ, Industrie şi Agricultură Timişoara",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,6.838.171,944.860,430.130,200.711,8.413.872,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
189,Parteneriat national pentru implementarea proiectelor firme-facultăti în vederea tranzitiei de la scoală la viata activă (PACT),Universitatea Politehnica Bucuresti,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,2.325.292,321.296,54.012,0,2.700.600,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
190,CONVERGENTA PREGATIRII UNIVERSITARE CU VIATA ACTIVA,UNIVERSITATEA BABES BOLYAI,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,15.808.474,2.184.326,367.200,20.000,18.380.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
191,"Proiect pilot pentru promovarea şi dezvoltarea parteneriatelor între universităţi, întreprinderi şi alte instituţii în vederea facilitării tranziţiei de la sistemul de educatie la viaţa activă",Universitatea din Bucuresti,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.501.870,207.520,34.886,105.721,1.849.997,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
192,MESERIA - CAPITAL ASIGURAT,"Grup Şcolar Indusrial ""Nicolae Ciorănescu""",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,202.342,27.958,4.700,0,235.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
193,Începe-ţi cariera din studenţie,Universitatea 1 Decembrie 1918 Alba Iulia,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.584.413,218.925,36.803,5.920,1.846.061,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
194,PAS decisiv spre cariera ta,"Colegiul Tehnic ""Henri Coandă"" Tulcea",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,796.066,109.996,18.638,0,924.700,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
195,CALITATEA-CALEA SPRE SCHIMBARE,"Grupul Scolar ""Voievodul Mircea"" Targoviste",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,339.386,46.894,7.900,0,394.180,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
196,Pregatire activa- integrare reusita pe piata muncii,PROFI SERV GROUP,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.221.906,168.836,73.350,105.225,1.569.317,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
197,De la teorie la practica- primul pas spre construirea carierei,Asociatia Sfantul Stelian,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.105.438,152.743,25.676,36.890,1.320.747,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
198,Primul pas e important: fii orientat,"Fundatia Nationala pentru Dezvoltare Comunitara, Filiala Iasi",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,774.906,107.072,17.782,0,899.760,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
199,Sudent - PRACTICĂ - Economist,Universitatea Eftimie Murgu Resita,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,493.977,68.255,11.474,0,573.706,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
200,Pregatire practica pentru piata muncii,"Universitatea din Bacau, Facultatea de Stiinte Economice",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.491.500,206.087,34.645,0,1.732.232,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
201,Stagiile de practica - coordonate in dezvoltarea profesionala a studentilor,"Universitatea ""Lucian Blaga"" Sibiu",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,860.548,118.906,19.989,0,999.442,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
202,“NURSING Convergenta pregatirii preuniversitare medicale cu viata activa”,SCOALA POSTLICEALA SANITARA FUNDENI,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.549.648,214.122,36.000,0,1.799.770,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
203,De la scoala in viata prin firma de exercitiu,Fundatia Corona Iasi,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,890.795,123.085,20.700,0,1.034.580,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
204,Acces la un viitor de succes,"GRUPUL ŞCOLAR ""VASILE SAV"" ROMAN",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,785.167,108.490,18.238,75.267,987.162,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
205,Şcoală în producţie,"Colegiul Tehnic ""Gheorghe Cartianu""",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,438.949,60.651,10.196,52.156,561.952,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
206,INVATARE SI MODERNIZARE PRINTR-UN PARTENERIAT ACTIV PENTRU CARIERA TINERILOR (I.M.P.A.C.T.),"Colegiul Tehnic "" Mircea Cristea """,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,584.486,80.761,13.576,16.000,694.824,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
207,DE LA UCENICIE LA MAIESTRIE IN PRACTICA DIRIJORALA,Universitatea Nationala de Muzica Bucuresti,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,594.101,82.089,13.801,0,689.991,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
208,Stagiile de practica-investitie pentru viitor,GRUP ŞCOLAR INDUSTRIAL DE MATERIALE DE CONSTRUCŢII,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,263.828,36.454,6.128,0,306.410,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
209,Parteneriat pentru practica studentilor (P3S),Universitatea Tehnica Cluj-Napoca,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,787.238,108.776,18.286,43.700,958.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
210,"Creşterea performanţelor absolvenţilor HIGHTECH în viaţa activă, prin programe de pregătire practică la agenţii economici","Universitatea ""1 Decembrie 1918"" Alba-Iulia",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,936.692,129.427,21.757,0,1.087.876,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
211,Elevi mai informati si mai pregatiti pentru piata muncii,"COLEGIUL TEHNIC ""IOAN C. STEFANESCU"" IASI",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.451.319,200.535,33.720,83.500,1.769.074,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
212,Programul de Practica in Management de Proiect JACQUES DELORS – fundament al tranzitiei de la sistemul de educatie la viata activa,UNIVERSITATEA BABES BOLYAI,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,1.435.982,198.416,33.355,138.582,1.806.335,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
213,PRO-MOTOR PROgresul tehnologic - MOTORul schimbarii in procesul stagiilor de practica a elevilor,"Grup scolar ""Dimitrie Leonida"" Constanta",Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,694.846,96.010,20.000,53.000,863.856,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
214,Sprijinirea tranzitiei de la educatia inginereasca la economia competitiva prin inginerie concurenta.,UNIVERSITATEA DIN ORADEA,Axa Prioritară 2/ DMI 2.1. Tranziţia de la şcoală la viaţa activă,376.122,51.970,8.820,4.085,440.997,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
