regione,provincia,nome,tipo_istituto,cod_mec,indirizzo,citta,cap,email,indirizzo_web,codice_del_progetto,obiettivo,azione,stato_del_progetto,protocollo,data,ammontare_assegnato,totale_importo_pagato
CALABRIA,RC,"ISTITUTO COMPRENSIVO""CHITTI""",ISTITUTO COMPRENSIVO,RCIC847002,"VIA GALILEI,7",CITTANOVA,89022,RCIC847002@istruzione.it,"",F-1-FSE-2007-108,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 54.821,42","EUR 48.797,52"
CALABRIA,RC,ISTITUTO COMPRENSIVO CONDOFURI,ISTITUTO COMPRENSIVO,RCIC811007,MADONNA DELLA PACE 1-CONDOFURI MARINA,CONDOFURI,89030,RCIC811007@istruzione.it,"",B-1-FSE-2007-183,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 17.678,55","EUR 17.579,84"
CALABRIA,RC,ISTITUTO COMPRENSIVO CONDOFURI,ISTITUTO COMPRENSIVO,RCIC811007,MADONNA DELLA PACE 1-CONDOFURI MARINA,CONDOFURI,89030,RCIC811007@istruzione.it,"",B-9-FSE-2007-60,B-Migliorare le competenze del personale della scuola e dei docenti,9-Sviluppo di competenze sulla gestione amministrativo-contabile e di controllo e sulle procedure di acquisizione di beni e servizi,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.891,28"
CALABRIA,RC,ISTITUTO COMPRENSIVO CONDOFURI,ISTITUTO COMPRENSIVO,RCIC811007,MADONNA DELLA PACE 1-CONDOFURI MARINA,CONDOFURI,89030,RCIC811007@istruzione.it,"",D-1-FSE-2007-144,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.302,15"
CALABRIA,RC,ISTITUTO COMPRENSIVO CONDOFURI,ISTITUTO COMPRENSIVO,RCIC811007,MADONNA DELLA PACE 1-CONDOFURI MARINA,CONDOFURI,89030,RCIC811007@istruzione.it,"",F-1-FSE-2007-140,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 51.468,42","EUR 46.319,80"
CALABRIA,RC,DELIANUOVA,ISTITUTO COMPRENSIVO,RCIC817006,VIA CARMELIA,DELIANUOVA,89012,RCIC817006@istruzione.it,"",B-4-FSE-2007-110,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 11.785,70","EUR 11.785,67"
CALABRIA,RC,DELIANUOVA,ISTITUTO COMPRENSIVO,RCIC817006,VIA CARMELIA,DELIANUOVA,89012,RCIC817006@istruzione.it,"",D-1-FSE-2007-109,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 19.642,84","EUR 19.641,88"
CALABRIA,RC,DELIANUOVA,ISTITUTO COMPRENSIVO,RCIC817006,VIA CARMELIA,DELIANUOVA,89012,RCIC817006@istruzione.it,"",F-1-FSE-2007-97,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 53.068,42","EUR 49.849,94"
CALABRIA,RC,GALATRO-FEROLETO,ISTITUTO COMPRENSIVO,RCIC82200N,VIA A.LAMARI,GALATRO,89054,RCIC82200N@istruzione.it,"",B-4-FSE-2007-75,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
CALABRIA,RC,GALATRO-FEROLETO,ISTITUTO COMPRENSIVO,RCIC82200N,VIA A.LAMARI,GALATRO,89054,RCIC82200N@istruzione.it,"",C-1-FSE-2007-201,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 43.516,39","EUR 32.818,90"
CALABRIA,RC,CD I CIRCOLO GIOIA TAURO,SCUOLE ELEMENTARI,RCEE047004,"PIAZZA DUOMO, 1",GIOIA TAURO,89013,RCEE047004@istruzione.it,"",B-1-FSE-2007-174,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 4.660,71","EUR 4.660,67"
CALABRIA,RC,CD I CIRCOLO GIOIA TAURO,SCUOLE ELEMENTARI,RCEE047004,"PIAZZA DUOMO, 1",GIOIA TAURO,89013,RCEE047004@istruzione.it,"",B-4-FSE-2007-135,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.660,71","EUR 4.660,67"
CALABRIA,RC,CD I CIRCOLO GIOIA TAURO,SCUOLE ELEMENTARI,RCEE047004,"PIAZZA DUOMO, 1",GIOIA TAURO,89013,RCEE047004@istruzione.it,"",C-1-FSE-2007-312,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 13.982,13","EUR 12.583,88"
CALABRIA,RC,CD I CIRCOLO GIOIA TAURO,SCUOLE ELEMENTARI,RCEE047004,"PIAZZA DUOMO, 1",GIOIA TAURO,89013,RCEE047004@istruzione.it,"",D-1-FSE-2007-134,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 7.767,85","EUR 7.767,81"
CALABRIA,RC,CD I CIRCOLO GIOIA TAURO,SCUOLE ELEMENTARI,RCEE047004,"PIAZZA DUOMO, 1",GIOIA TAURO,89013,RCEE047004@istruzione.it,"",F-1-FSE-2007-127,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 53.916,42","EUR 45.290,40"
CALABRIA,RC,2? CIRCOLO DIDATTICOGIOIA TAURO,SCUOLE ELEMENTARI,RCEE09500D,VIA MAGENTA 31,GIOIA TAURO,89013,RCEE09500D@istruzione.it,"",F-1-FSE-2007-168,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 124.136,84","EUR 105.648,69"
CALABRIA,RC,SEVERI GIOIA TAURO,ISTITUTO SUPERIORE,RCIS013003,"VIA        GALLUPPI, 1",GIOIA TAURO,89013,RCIS013003@istruzione.it,"",B-1-FSE-2007-45,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 4.250,03"
CALABRIA,RC,SEVERI GIOIA TAURO,ISTITUTO SUPERIORE,RCIS013003,"VIA        GALLUPPI, 1",GIOIA TAURO,89013,RCIS013003@istruzione.it,"",B-4-FSE-2007-34,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 4.250,13"
CALABRIA,RC,SEVERI GIOIA TAURO,ISTITUTO SUPERIORE,RCIS013003,"VIA        GALLUPPI, 1",GIOIA TAURO,89013,RCIS013003@istruzione.it,"",C-1-FSE-2007-100,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 26.457,12","EUR 22.393,40"
CALABRIA,RC,SEVERI GIOIA TAURO,ISTITUTO SUPERIORE,RCIS013003,"VIA        GALLUPPI, 1",GIOIA TAURO,89013,RCIS013003@istruzione.it,"",F-2-FSE-2007-16,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",2-Interventi per promuovere il successo scolastico per le scuole del secondo ciclo,Avviato,5823,20-12-2007,"EUR 39.321,42","EUR 38.076,58"
CALABRIA,RC,PENTIMALLI (GIOIA TAURO),SCUOLE SECONDARIA DI PRIMO GRADO,RCMM09500C,"VIA DANTE ALIGHIERI, 13",GIOIA TAURO,89013,RCMM09500C@istruzione.it,"",B-1-FSE-2007-31,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 23.571,40","EUR 19.378,64"
CALABRIA,RC,PENTIMALLI (GIOIA TAURO),SCUOLE SECONDARIA DI PRIMO GRADO,RCMM09500C,"VIA DANTE ALIGHIERI, 13",GIOIA TAURO,89013,RCMM09500C@istruzione.it,"",C-1-FSE-2007-68,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 40.623,54","EUR 25.685,12"
CALABRIA,RC,"""MINZONI"" GIOIOSA ION.",SCUOLE ELEMENTARI,RCEE04900Q,VIA DON MINZONI,GIOIOSA IONICA,89042,RCEE04900Q@istruzione.it,"",B-1-FSE-2007-188,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 8.571,42","EUR 2.400,00"
CALABRIA,RC,"""MINZONI"" GIOIOSA ION.",SCUOLE ELEMENTARI,RCEE04900Q,VIA DON MINZONI,GIOIOSA IONICA,89042,RCEE04900Q@istruzione.it,"",D-1-FSE-2007-147,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 8.571,42","EUR 2.400,00"
CALABRIA,RC,"""MINZONI"" GIOIOSA ION.",SCUOLE ELEMENTARI,RCEE04900Q,VIA DON MINZONI,GIOIOSA IONICA,89042,RCEE04900Q@istruzione.it,"",F-1-FSE-2007-147,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 47.821,42","EUR 13.390,00"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",B-1-FSE-2007-118,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 3.358,83"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",B-4-FSE-2007-132,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.553,57","EUR 3.580,05"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",B-4-FSE-2007-81,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 3.358,83"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",C-1-FSE-2007-217,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 17.099,98","EUR 11.631,34"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",C-1-FSE-2007-305,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 13.428,56","EUR 9.107,98"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",D-1-FSE-2007-129,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 3.154,39"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",F-1-FSE-2007-122,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 42.071,42","EUR 32.636,86"
CALABRIA,RC,IST COMPRENSIVO  GROTTERIA,ISTITUTO COMPRENSIVO,RCIC839003,VIADELL'ASSUNTA 14,GROTTERIA,89043,RCIC839003@istruzione.it,"",F-1-FSE-2007-63,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 36.649,42","EUR 29.459,81"
CALABRIA,RC,ISTIT COMPRENSIVO G.B.MARZANO,ISTITUTO COMPRENSIVO,RCIC84800T,"PIAZZA KENNEDY,1",LAUREANA DI BORRELLO,89023,RCIC84800T@istruzione.it,"",B-4-FSE-2007-79,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,84"
CALABRIA,RC,ISTIT COMPRENSIVO G.B.MARZANO,ISTITUTO COMPRENSIVO,RCIC84800T,"PIAZZA KENNEDY,1",LAUREANA DI BORRELLO,89023,RCIC84800T@istruzione.it,"",B-7-FSE-2007-22,B-Migliorare le competenze del personale della scuola e dei docenti,7-Interventi individualizzati e per l'auto-aggiornamento del personale scolastico (per questo bando limitatamente all'apprendimento linguisitico),Avviato,5823,20-12-2007,"EUR 20.682,84","EUR 19.205,42"
CALABRIA,RC,ISTIT COMPRENSIVO G.B.MARZANO,ISTITUTO COMPRENSIVO,RCIC84800T,"PIAZZA KENNEDY,1",LAUREANA DI BORRELLO,89023,RCIC84800T@istruzione.it,"",C-1-FSE-2007-211,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 19.618,57","EUR 17.421,57"
CALABRIA,RC,ISTIT COMPRENSIVO G.B.MARZANO,ISTITUTO COMPRENSIVO,RCIC84800T,"PIAZZA KENNEDY,1",LAUREANA DI BORRELLO,89023,RCIC84800T@istruzione.it,"",C-1-FSE-2007-225,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 40.557,12","EUR 36.804,44"
CALABRIA,RC,ISTIT COMPRENSIVO G.B.MARZANO,ISTITUTO COMPRENSIVO,RCIC84800T,"PIAZZA KENNEDY,1",LAUREANA DI BORRELLO,89023,RCIC84800T@istruzione.it,"",F-1-FSE-2007-62,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 39.218,42","EUR 38.894,42"
CALABRIA,RC,"CD ""DE AMICIS-T.CAMPANELLA""",CENTRO TERRITORIALE,RCCT71200X,VIA MATTEOTTI  202,LOCRI,89044,RCEE055003@istruzione.it,"",G-1-FSE-2007-37,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 40.157,13","EUR 23.440,12"
CALABRIA,RC,"CD ""DE AMICIS-T.CAMPANELLA""",SCUOLE ELEMENTARI,RCEE055003,VIA MATTEOTTI -C.DA RIPOSO,LOCRI,89044,RCEE055003@istruzione.it,"",B-1-FSE-2007-196,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.357,14","EUR 5.277,86"
CALABRIA,RC,"CD ""DE AMICIS-T.CAMPANELLA""",SCUOLE ELEMENTARI,RCEE055003,VIA MATTEOTTI -C.DA RIPOSO,LOCRI,89044,RCEE055003@istruzione.it,"",B-4-FSE-2007-148,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 2.578,91"
CALABRIA,RC,"CD ""DE AMICIS-T.CAMPANELLA""",SCUOLE ELEMENTARI,RCEE055003,VIA MATTEOTTI -C.DA RIPOSO,LOCRI,89044,RCEE055003@istruzione.it,"",F-1-FSE-2007-154,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 60.513,42","EUR 46.441,52"
CALABRIA,RC,"CD ""DE AMICIS-T.CAMPANELLA""",SCUOLE ELEMENTARI,RCEE055003,VIA MATTEOTTI -C.DA RIPOSO,LOCRI,89044,RCEE055003@istruzione.it,"",F-1-FSE-2007-164,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 57.842,42","EUR 56.847,22"
CALABRIA,RC,"""G.MAZZINI"" LOCRI",ISTITUTO MAGISTRALE,RCPM02000L,VIA MATTEOTTI 23,LOCRI,89044,RCPM02000L@istruzione.it,"",C-1-FSE-2007-108,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 55.107,10","EUR 49.544,48"
CALABRIA,RC,"""ZALEUCO"" LOCRI",LICEO SCIENTIFICO,RCPS04000R,VIA FRANCESCO PANZERA,LOCRI,89044,RCPS04000R@istruzione.it,"",B-1-FSE-2007-96,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 13.035,70","EUR 10.626,13"
CALABRIA,RC,"""ZALEUCO"" LOCRI",LICEO SCIENTIFICO,RCPS04000R,VIA FRANCESCO PANZERA,LOCRI,89044,RCPS04000R@istruzione.it,"",C-1-FSE-2007-178,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 46.928,52","EUR 38.079,74"
CALABRIA,RC,"""ZALEUCO"" LOCRI",LICEO SCIENTIFICO,RCPS04000R,VIA FRANCESCO PANZERA,LOCRI,89044,RCPS04000R@istruzione.it,"",F-2-FSE-2007-27,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",2-Interventi per promuovere il successo scolastico per le scuole del secondo ciclo,Avviato,5823,20-12-2007,"EUR 25.035,71","EUR 21.768,21"
CALABRIA,RC,IST.PROF.STAT.SERVIZI ALBERGHIERI E RIST,IST PROF  ALBERGHIERO,RCRH080001,VIA TEVERE N.01,LOCRI,89044,RCRH080001@istruzione.it,"",C-1-FSE-2007-2450,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,2416,07-03-2008,"EUR 15.357,14","EUR 15.355,31"
CALABRIA,RC,IST.PROF.STAT.SERVIZI ALBERGHIERI E RIST,IST PROF  ALBERGHIERO,RCRH080001,VIA TEVERE N.01,LOCRI,89044,RCRH080001@istruzione.it,"",C-5-FSE-2007-497,C-Migliorare i livelli di conoscenza e competenza dei giovani,5-Tirocini e stage in Italia e nei Paesi Europei,Avviato,2416,07-03-2008,"EUR 68.618,56","EUR 66.129,87"
CALABRIA,RC,IST.PROF.STAT.SERVIZI ALBERGHIERI E RIST,IST PROF  ALBERGHIERO,RCRH080001,VIA TEVERE N.01,LOCRI,89044,RCRH080001@istruzione.it,"",G-1-FSE-2007-435,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,2416,07-03-2008,"EUR 9.214,28","EUR 9.214,28"
CALABRIA,RC,"IA ""P.PANETTA"" LOCRI",ISTITUTO D'ARTE,RCSD01000B,CDA RIPOSO/GNURA MOMMA SNC,LOCRI,89044,RCSD01000B@istruzione.it,"",C-1-FSE-2007-164,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 35.357,11","EUR 35.238,47"
CALABRIA,RC,"IA ""P.PANETTA"" LOCRI",ISTITUTO D'ARTE,RCSD01000B,CDA RIPOSO/GNURA MOMMA SNC,LOCRI,89044,RCSD01000B@istruzione.it,"",C-5-FSE-2007-42,C-Migliorare i livelli di conoscenza e competenza dei giovani,5-Tirocini e stage in Italia e nei Paesi Europei,Avviato,5823,20-12-2007,"EUR 12.857,14","EUR 10.690,38"
CALABRIA,RC,MAMMOLA,ISTITUTO COMPRENSIVO,RCIC840007,VIA        MULINO              28,MAMMOLA,89045,RCIC840007@istruzione.it,"",B-4-FSE-2007-31,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 3.912,32"
CALABRIA,RC,MAMMOLA,ISTITUTO COMPRENSIVO,RCIC840007,VIA        MULINO              28,MAMMOLA,89045,RCIC840007@istruzione.it,"",C-1-FSE-2007-91,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 31.428,54","EUR 20.466,24"
CALABRIA,RC,ISTITUTO COMPRENSIVO CTP EDA,ISTITUTO COMPRENSIVO,RCIC81300V,"VIA FRATELLI ROSSELLI,22",MARINA DI GIOIOSA JONICA,89046,RCIC81300V@istruzione.it,"",B-4-FSE-2007-49,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 3.909,24"
CALABRIA,RC,ISTITUTO COMPRENSIVO CTP EDA,ISTITUTO COMPRENSIVO,RCIC81300V,"VIA FRATELLI ROSSELLI,22",MARINA DI GIOIOSA JONICA,89046,RCIC81300V@istruzione.it,"",F-1-FSE-2007-30,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 67.607,13","EUR 58.366,10"
CALABRIA,RC,ZANOTTI BIANCO MARINA DI GIOIOSA,ISTITUTO SUPERIORE,RCIS01100B,VIA GIACOMO MATTEOTTI 47,MARINA DI GIOIOSA JONICA,89046,RCIS01100B@istruzione.it,"",C-1-FSE-2007-78,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 26.017,84","EUR 19.610,08"
CALABRIA,RC,ZANOTTI BIANCO MARINA DI GIOIOSA,ISTITUTO SUPERIORE,RCIS01100B,VIA GIACOMO MATTEOTTI 47,MARINA DI GIOIOSA JONICA,89046,RCIS01100B@istruzione.it,"",C-5-FSE-2007-21,C-Migliorare i livelli di conoscenza e competenza dei giovani,5-Tirocini e stage in Italia e nei Paesi Europei,Avviato,5823,20-12-2007,"EUR 38.357,14","EUR 34.115,78"
CALABRIA,RC,ISTITUTO COMPRENSIVO MELICUCCO,ISTITUTO COMPRENSIVO,RCIC84900N,VIA ROMA 11,MELICUCCO,89020,RCIC84900N@istruzione.it,"",F-1-FSE-2007-71,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 64.968,42","EUR 53.996,58"
CALABRIA,RC,"CD ""P.MEGALI""",SCUOLE ELEMENTARI,RCEE06000E,"VIALE RIMEMBRANZE,33",MELITO DI PORTO SALVO,89063,RCEE06000E@istruzione.it,"",B-1-FSE-2007-159,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 24.607,12","EUR 15.895,77"
CALABRIA,RC,"CD ""P.MEGALI""",SCUOLE ELEMENTARI,RCEE06000E,"VIALE RIMEMBRANZE,33",MELITO DI PORTO SALVO,89063,RCEE06000E@istruzione.it,"",B-4-FSE-2007-129,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 4.523,42"
CALABRIA,RC,"CD ""P.MEGALI""",SCUOLE ELEMENTARI,RCEE06000E,"VIALE RIMEMBRANZE,33",MELITO DI PORTO SALVO,89063,RCEE06000E@istruzione.it,"",D-1-FSE-2007-124,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 8.892,85","EUR 4.905,06"
CALABRIA,RC,"CD ""P.MEGALI""",SCUOLE ELEMENTARI,RCEE06000E,"VIALE RIMEMBRANZE,33",MELITO DI PORTO SALVO,89063,RCEE06000E@istruzione.it,"",F-1-FSE-2007-115,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 45.321,42","EUR 38.741,37"
