beneficiario,asse,ob_spec,azione,codice_operazione,titolo_operazione,anno,importo_impegnato,importo_pagato
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. MACCHINE CONTROLLO NUMERICO - 13030044,2008,"1.050,00","850,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla lavorazione carni,2008,"1.050,00","500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. MANUTENTORE IMPIANTI - 17031246,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"COMMESSO VENDITA, IN GENERE - 20010013",2008,"1.050,00","400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.375,00","1.375,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla fusione metalli,2008,"1.250,00","875,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","462,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,RIPARATORE DI CARROZZERIA - 13061577,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto installazione impianti elettronici e reti informatiche,2008,"1.650,00","1.650,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. INSTALL. TESORI CASSEFORTI - 13093125,2008,"1.050,00","562,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto montaggio e collaudo,2008,"2.000,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle lavorazioni agricole - Percorso viti-vinicolo,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,COMMESSO TESSUTI E CONFEZIONI - 20010609,2008,"1.000,00","700,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRAUTO - 17031303,2008,"1.050,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"GELATIERE, IN GENERE - 05060009",2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto impiantistica elettrica civile e industriale,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TECNICO INFORMATICO - 25032657,2008,"1.187,50","1.187,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla prestampa,2008,"1.491,00","1.491,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.050,00","75,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","750,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto conduzione mezzi di trasporto su rotaia - macchinista,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI ELETTRICI - 17020173,2008,"1.050,00","300,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"INST. IMPIANTI TERMICI,IDRAULICI - 16080350",2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,STAMPATORE - 6.3.4.3.6,2008,"1.050,00","400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. ALLA VENDITA - 20010054,2008,"950,00","950,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto installazione impianti elettronici e reti informatiche,2008,"1.050,00","825,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"AUSILIARIO DI VENDITA, IN GENERE - 20030003",2008,"1.000,00","700,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.400,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,RIPARATORE DI CARROZZERIA - 13061577,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,IMPIANTISTA ELETTRICISTA - 17020132,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,DISEGNATORE DI PARTICOLARI - 00231407,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,SERRAMENTISTA LATTONIERE - 13060629,2008,"1.400,00","250,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,GUARDIA GIURATA - 24020430,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"MECCANICO, IN GENERE - 13070016",2008,"1.050,00","900,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto montaggio e collaudo,2008,"2.000,00","2.000,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRAUTO - 6.2.4.1.9,2008,"300,00","300,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.400,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto al magazzino (per conto terzi),2008,"1.437,50","1.437,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MONTAT. RIPARAT. APPAR. ELETTRONICH - 17030958,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MAGAZZINIERE - 25040114,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla produzione alimentare,2008,"1.050,00","650,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MAGAZZINIERE - 25040114,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRICISTA - 17031113,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ESECUT. PROVE FOTOMETRICHE - 17033804,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle lavorazioni MU (CN),2008,"1.400,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.050,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione di infrastrutture ferroviarie - operatore specializzato,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. MACCHINE OPERATRICI ATTREZZATE - 13072160,2008,"1.050,00","300,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","800,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","900,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,OPERAT. LAVORAZ. MOTORIST. MECCANI* - 13070164,2008,"1.050,00","100,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.400,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","1.025,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ANALISTA MECCANICO - 13070008,2008,"1.087,50","1.087,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,STAMPAT. DI METALLI - 13060116,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ANALISTA MECCANICO - 13070008,2008,"1.050,00","850,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione e attrezzeria,2008,"550,00","385,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,CONGEGNATORE MECCANICO - 13080031,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","750,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla riparazione motori,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione di materiale rotabile � operatore specializzato,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","300,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.050,00","600,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MECCAN. RIPARATORE D'AUTO - 13072020,2008,"1.050,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto al magazzino (per conto terzi),2008,"1.050,00","337,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TECNICO MANUTENZIONE SISTEMI - 17031014,2008,"1.050,00","700,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto installazione ascensori e macchine di sollevamento e movimentazione,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle lavorazioni agricole - Percorso allevamenti,2008,"1.050,00","400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"AUSILIARIO DI VENDITA, IN GENERE - 20030003",2008,"700,00","650,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,CARPENTIERE IN METALLO - 13110028,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.450,00","1.450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione e attrezzeria,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla produzione alimentare,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MAGAZZINIERE - 25040114,2008,"700,00","650,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. ALLA VENDITA - 20010054,2008,"700,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,OPERAT. TECN. INDUSTRIE MECCANICHE - 13010053,2008,"450,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle lavorazioni MU (CN),2008,"1.600,00","1.600,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto montaggio e collaudo,2008,"1.950,00","1.950,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"CASARO, IN GENERE - 05080015",2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"PANETTIERE, IN GENERE - 05020011",2008,"250,00","250,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,AMMORTIZZATORISTA - 13072038,2008,"1.050,00","500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"COMMESSO VENDITA, IN GENERE - 20010013",2008,"350,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto impiantistica elettrica civile e industriale,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. IMPIANTI SISTEMI AUTOMATICI - 17020165,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla prestampa,2008,"1.050,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla lavorazione carni,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.495,50","1.495,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MECCAN. RIPARATORE D'AUTO - 13072020,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"2.000,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRICISTA - 17031113,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione di infrastrutture ferroviarie - operatore specializzato,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,BANCONIERE DI VENDITA - 20010021,2008,"1.000,00","700,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"PASTICCIERE, IN GENERE - 05050026",2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.050,00","950,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto impiantistica elettrica civile e industriale,2008,"1.050,00","850,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","50,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla fusione metalli,2008,"1.250,00","875,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"COMMESSO VENDITA, IN GENERE - 20010013",2008,"700,00","650,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla prestampa,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.350,00","1.350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,BANCONIERE DI VENDITA - 20010021,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla prestampa,2008,"1.000,00","700,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"MONTAT. ASCENSORI, SCALE MOBILI - 13092507",2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"AUSILIARIO DI VENDITA, IN GENERE - 20030003",2008,"1.050,00","250,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla manutenzione di infrastrutture ferroviarie - operatore specializzato,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.100,00","1.100,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto conduzione mezzi di trasporto su rotaia - macchinista,2008,"550,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.400,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"875,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,FRIGORISTA (MECCANICA) - 13101019,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla prestampa,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ADD. MACCHINE CONTROLLO NUMERICO - 13030044,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.050,00","525,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"PASTICCIERE, IN GENERE - 05050026",2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TORNITORE (MECCANICA) - 13070511,2008,"1.050,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TORNITORE (MECCANICA) - 13070511,2008,"1.050,00","450,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle lavorazioni agricole - Percorso viti-vinicolo,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MECCAN. RIPARATORE D'AUTO - 13072020,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,INST. IMPIANTI IDRO-TERMO-SANITARI - 16080301,2008,"1.050,00","912,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto montaggio e collaudo,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,SERIGRAFO - 12031209,2008,"500,00","350,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ELETTRIC. PROVETTO - 17031105,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,TERMOIDRAULICO - 16080707,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite prodotti non alimentari,2008,"1.050,00","500,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.300,00","1.300,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto installazione impianti elettronici e reti informatiche,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,ANALISTA MECCANICO - 13070008,2008,"1.050,00","487,50"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alla produzione pane pasta,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"100,00","100,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,COMMESSO ARTICOLI GIOIELLERIA - 20013207,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,IMPIANTISTA ELETTRICISTA - 17020132,2008,"1.050,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"FOTOGRAFO, IN GENERE - 12040119",2008,"1.050,00","400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,CONGEGNATORE MECCANICO - 13080031,2008,"1.050,00","250,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto gestione stocks,2008,"1.400,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.100,00","1.100,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto controllo approvvigionamenti,2008,"1.050,00","550,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,"CARPENTIERE IN FERRO, IN GENERE - 13110010",2008,"1.050,00","150,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,MAGAZZINIERE - 25040114,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,Addetto alle vendite alimentari,2008,"1.500,00","1.050,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,addetto impiantistica idro-termo sanitaria,2008,"2.000,00","1.400,00"
APPRENDISTATO.FVG.IT,1,A,12,2.00817E+11,RIPARATORE DI CARROZZERIA - 13061577,2008,"1.500,00","1.050,00"
