"ragione_sociale","azione","titolo_operazione","importo_approvato","fund_type","currency","uri"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2007 - 2009 OPERATORE ALLE CURE ESTETICHE - II ANNO","355.366,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2007 - 2009 OPERATORE DELLA RISTORAZIONE II ANNO","127.036,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2007- 2009 OPERATORE GRAFICO DI STAMPA II ANNO","110.074,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2008 - 2010 COSTRUTTORE SU MACCHINE UTENSILI","483.750,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2008 - 2010 INSTALLATORE MANUTENTORE DI IMPIANTI ELETTRICI","172.490,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2008 - 2010 OPERATORE ALLE CURE ESTETICHE","826.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2008 - 2010 OPERATORE DELLA RISTORAZIONE","255.760,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FORMARE GIOVANI 2008 - 2010 OPERATORE GRAFICO DI STAMPA","240.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Start up: formarsi per lavorare in montagna","132.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione iniziale per adulti","STRATEGIE FORMATIVE PER L'OCCUPAZIONE SOSTENIBILE","117.778,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione iniziale per adulti","@LABOR - IMPRESA SOCIALE","53.040,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione iniziale per adulti","ALIANTE - Le competenze come strumento verso l'autonomia","28.950,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione iniziale per adulti","EFESTO:APPROCCI INNOVATIVI DI FORMAZIONE INIZIALE PER L'INSERIMENTO LAVORATIVO NELL'AREA MECCANICA ED ELETTROMECCANICA","102.428,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione iniziale per adulti","OPPORTUNITÀ DI LAVORO NELL'APPENNINO REGGIANO","50.114,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","SICURA-MENTE","63.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","Azione di accompagnamento al progetto OF Start up: formarsi per lavorare in montagna","4.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","Azione di accompagnamento al progetto OF Start up: formarsi per lavorare in montagna 2006-2008 - secondo anno","5.025,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","Azioni di accompagnamento al progetto OF Formare Giovani 2006-2008","18.300,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","I centri famiglie per l'inclusione sociale","13.350,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","ICARO.....MA NON TROPPO A.S. 2008/2009","39.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","INTEGR-ABILI","64.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Servizi alle persone","IntegrAbili","35.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione per occupati","RIQUALIFICAZIONE SUL LAVORO PER OPERATORE SOCIO SANITARIO RIVOLTO AD OPERATORI PRIVI DI QUALIFICA","160.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione per occupati","LA PROGRAMMAZIONE E LA GESTIONE DELLE MACCHINE UTENSILI A CONTROLLO NUMERICO","20.339,22","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione per occupati","RIQUALIFICARSI NEL SETTORE PRODUTTIVO MECCANICO","10.864,04","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione per occupati","RIQUALIFICAZIONE SUL LAVORO PER OPERATORE SOCIO SANITARIO RIVOLTO AD ADB IN POSSESSO DI QUALIFICA","23.750,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","TIROCINIO FORMATIVO PER INSERIMENTO LAVORATVO (L.68/99)","3.599,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","Contrasto percorsi modulari di interventi integrati per l'inserimento sociale e lavorativo di donne in condizione di svantaggio","66.999,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","NESSUN LUOGO È LONTANO: azioni di formazione per i ristretti della Casa Circondariale di Reggio Emilia","17.840,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","Percorsi di inclusione sociale e lavorativa d'immigrati vulnerabili","51.845,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","TIROCINII FORMATIVI PER INSERIMENTO LAVORATIVO (LEGGE 68/99)","12.100,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, tirocini nella transizione al lavoro","TIROCINIO FORMATIVO PER INSERIMENTO LAVORATIVO (L. 45/96)","3.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","RISORSE PER IL LAVORO IN MONTAGNA","17.376,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","CONOSCERSI - i diversamente abili sperimentano il mondo del lavoro","22.208,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Primi passi verso l'inclusione sociale","30.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Progetto ICARO.. MA NON TROPPO AS 2007/2008","39.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, Formazione superiore","LA PROGRAMMAZIONE DEI SISTEMI DI FABBRICAZIONE AUTOMATIZZATA A CNC","44.962,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione permanente","L.A.V.O.R.O:Laboratori e Azioni dirette alla Valutazione e ad Orientarsi nel mondo del lavoro","11.510,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione permanente","e-INCLUSIONE","7.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FONDAZIONE ENAIP DON GIANFRANCO MAGNANI","Persone, formazione permanente","INVESTIRE - LE COMPETENZE COME PATRIMONIO PER I DIVERSAMENTE ABILI","15.480,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","OPERATORE ALLE CURE ESTETICHE","952.850,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore del punto vendita","757.560,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","INSTALLATORE E MANUTENTORE IMPIANTI ELETTRICI","368.900,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Formare Giovani 2007-2008 - Operatore amministrativo segretariale Seconda annualità","103.263,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","FormaRe giovani 2007-2009: Operatore amministrativo segretariale 2° anno","125.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Obbligo formativo 2008 - ""Operatore amministrativo segretariale""","729.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Obbligo Formativo 2007: Operatore amministrativo segretariale","110.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Obbligo Formativo 2007: Operatore amministrativo segretariale 2° corso","110.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Formare Giovani - Operatore amministrativo segretariale","110.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo segretariale","226.100,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo segretariale anno 2008-2010","438.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo-segretariale-Installatore manutentore di impianti elettrici","164.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Personale Addetto ai Servizi di Pulizie; Percorso Guidato di Inserimento Lavorativo per Utenti del SILD","26.250,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","AZIONI INTEGRATE A FAVORE DELL'OCCUPAZIONE: OPERATORE DI MAGAZZINO MERCI","52.610,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Competenze per l'integrazione lavorativa; percorsi di orientamento e formazione per donne immigrati","57.700,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","DonnaImprendo - Laboratorio Sartoriale e d'Antichi Mestieri","47.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Percorsi personalizzati di formazione e accompagnamento al lavoro","19.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Percorsi personalizzati di supporto alla transizione lavorativa di utenti in carico ai Servizi Sociali del Comune di Bologna","34.300,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Percorsi personalizzati di transizione al lavoro per utenti iscritti negli elenchi provinciali della Legge 68/99. Area Amministrativo segretariale","34.340,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione iniziale per adulti","Percorso di supporto all'inserimento lavorativo per donne immigrate","26.720,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Servizi di orientamento per studenti in uscita dalla scuola superiore o dalla formazione professionale in provincia di Bologna","50.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Azioni a contrasto della disoccupazione giovanile","15.737,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Percorsi di Formazione in situazione","48.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Percorsi di orientamento e alternanza lavoro in rete","16.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Percorsi Integrati in Alternanza tra Formazione, Scuola e Territorio (PIAFST)","46.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Percorsi integrati per giovani disabili in Alternanza tra Formazione, Scuola e Territorio (Piafst)","31.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","AZIONI DI ACCOMPAGNAMENTO","51.673,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Obbligo Formativo 2007: Misure di accompagnamento","47.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Azione di accompagnamento","8.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Azioni di accompagnamento al progetto Formare Giovani","5.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Azioni di accompagnamento al progetto Formare Giovani 2007-2008 - Seconda annualità","5.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Azioni di orientamento e accompagnamento in integrazione con scuola formazione lavoro","21.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Servizi alle persone","Obbligo Formativo 2007: Misure di accompagnamento 2° corso","14.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione per occupati","Supporto ai processi di riorganizzazione e innovazione organizzativa di SEACOOP","24.710,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione per occupati","Azioni volte a favorire la sicurezza e il benessere dei lavoratori in Val d'Enza","12.310,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione per occupati","Mosaico di solidarietà","36.072,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione per occupati","Operatore sportivo tra diversità e disagio","11.422,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione per occupati","Riqualifi care il lavoro nel settore socio-sanitario","25.619,83","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, tirocini nella transizione al lavoro","Un lavoro per l'integrazione: tirocini formativi riservati a donne a rischio di esclusione per favorire l'ingresso nel mercato del lavoro","26.650,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, tirocini nella transizione al lavoro","Azioni volte a favorire l'occupazione femminile nella Val d'Enza","21.220,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, tirocini nella transizione al lavoro","DONNE MIGRANTI E LAVORO. AZIONI VOLTE A FAVORIRE OCCUPABILITÀ NELLA VAL D'ENZA","26.100,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, tirocini nella transizione al lavoro","TIROCINI PER ADDETTO ALLA MANUTENZIONE HARDWARE","10.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, tirocini nella transizione al lavoro","Tirocinio formativo per Operatore di magazzino merci","1.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione all'interno dell'obbligo formativo, percorsi integrati nell'istruzione","Percorsi integrati nell'istruzione - Operatore dell'Autoriparazione - IIS ""F. Alberghetti""","27.100,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione all'interno dell'obbligo formativo, percorsi integrati nell'istruzione","Percorsi integrati nell'istruzione - Installatore e manutentore di impianti elettrici - IPSIA Fioravanti","30.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione post- qualifi ca","Formazione per giovani disabili","42.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, Formazione superiore","Percorso di qualifi cazione per occupati: Tecnico contabile","28.778,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"C.I.O.F.S. - F.P. EMILIA ROMAGNA","Persone, formazione permanente","Riqualifi cazione per Operatore Socio Sanitario ad accesso individuale rivolto ad operatori con qualifi ca di ADB e con anzianità, nella qualifi ca, superiore a 5 anni","15.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Forlì - Cesena","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","OPERATORE GRAFICO CON COMPETENZE DI COMPUTER GRAFICA E STAMPA II° ANNO","110.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Forlì - Cesena","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Meccanico Autoriparatore","440.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
