Country/Countries,Level,Region,Parsed data file,Program,Initial,"Sub-program
information",Agency (that oversees funding),Explanatory Notes,Currency,Excel/PDF,Priority,"Data
available
for
2007","Data
available
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Competitiveness""// ""Technological modernization in large corporations""",,List of contracts for grants procedure BG161PO003-2.1.05,,Excel,,,,,,Contracts_List_LARGE.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/Contracts_List_LARGE.xls
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Competitiveness""//""Meeting the internationally recognized standards""",,Projects approved procedure for granting financial assistance 2007BG161PO003/2.1.2-01/2007,,PDF,,,,,,OP_Comp_List_Contracts_QMS_19-09-2008-published-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/OP_Comp_List_Contracts_QMS_19-09-2008-published-2.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Competitiveness // Support for establishment and development of innovative start-up ventures",,Contracts procedure for granting financial assistance 2007BG161PO003/1.1.1-01/2007,,PDF,,,,,,Copy of Info_dogovori_STF_17_12_2008_published.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/Copy%20of%20Info_dogovori_STF_17_12_2008_published.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Competitiveness // ""Commercialization of innovative products, processes and provision of innovative services",,Projects approved procedure for the provision of grants № BG161PO003-1.1.02,,PDF,,,,,,SPISAK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/SPISAK.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - List of contracts with municipalities in OP ""Regional Development"", PHARE and ISPA",,,,XLS,,,,,,spravka sklu4eni dogovori ob6tini-16 11 09.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/spravka%20sklu4eni%20dogovori%20ob6tini-16%2011%2009.xls
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Support for improving the urban environment """,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/OPRD_web.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Support to ensure appropriate and cost-effective educational, social and cultural infrastructure, contributing to the sustainable development of urban habitats",,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/1_1_01.zip
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Support for limiting and preventing risks and damage in fires in urban agglomeration areas """,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/%CF%F0%E8%EB%EE%E6%E5%ED%E8%E5%2011_1.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Support for integrated and sustainable local development through the rehabilitation and reconstruction of municipal roads.",,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/2_1_02.zip
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Support for effective national marketing of the tourism product and improve information services """,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/%CF%F0%E8%EB%EE%E6%E5%ED%E8%E5%2011.pdf
BULGARIA,national,All Regions,,ERDF,,"Operational Programme ""Regional Development"" - Approved projects beneficiaries under the scheme for providing grants BG161PO001/4.1-01/2007",,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/4_1_01.zip
BULGARIA,national,All Regions,,ERDF,,"OP ""Environment""",,"List of approved projects and beneficiaries of the Operational Programme Environment
updated on 10.5.2010 to",,PDF,,,,,,list of beneficiaries All-BG May.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/list%20of%20beneficiaries%20All-BG%20May.pdf
BULGARIA,national,All Regions,,"ERDF
",,"OP ""Environment""",,List of beneficiaries of the Operational Programme Environment,,PDF,,,,,,list-beneficiaries_BG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/list-beneficiaries_BG.pdf
BULGARIA,national,All Regions,,ERDF,,"OP ""Environment""",,"Approved projects, and procedures for beneficiaries under OP Environment",,PDF,,,,,,ALL-beneficiaries_BG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/ALL-beneficiaries_BG.pdf
BULGARIA,national,All Regions,,ERDF,,"OP ""Environment""",,Approved projects and beneficiaries procedure BG161PO005/08/1.10/01/02 - Improvement of infrastructure for water and wastewater,,PDF,,,,,,list-beneficiaries_Infra-Water-BG_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/list-beneficiaries_Infra-Water-BG_1.pdf
BULGARIA,national,All Regions,,ERDF,,"OP ""Environment""",,"Technical assistance for preparation of investment projects under priority axis 1 of Operational Programme ""Environment 2007-2013""",,PDF,,,,,,BG161PO005-08-1.30-01-01-status-TA-water_dog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/BG161PO005-08-1.30-01-01-status-TA-water_dog.pdf
BULGARIA,national,All Regions,,ERDF,,"OP ""Environment""",,"Technical assistance for preparation of investment projects under priority axis 2 of Operational Programme ""Environment 2007-2013""",,PDF,,,,,,list-beneficiaries_TA-Waste-BG.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/list-beneficiaries_TA-Waste-BG.pdf
BULGARIA,national,All Regions,,ERDF,,OP Development of Bulgarian Economy,,Don't know what this refers to (COM),,Excel,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Technological upgrading in SMEs""",http://www.eufunds.bg/index.php?cat=274,,,,,,,http://www.eufunds.bg/index.php?cat=274
BULGARIA,national,All Regions,,ERDF,,OP Urban Environment,,Don't know what this refers to (COM),,Excel,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/index.php?cat=275
BULGARIA,national,All Regions,,ERDF,,OP Technical Assistance,,Original entry said Excel; cannot find an excel spreadsheet,,PDF,Tier 2,,,,,OP Technical Assistance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.eufunds.bg/docs/%D2%E5%F5%ED%E8%F7%E5%F1%EA%E0%20%EF%EE%EC%EE%F9123654.pdf,http://www.eufunds.bg/index.php?cat=277
CYPRUS,national,All Regions,,ESF,,"Sustainable Development and Competitiveness""",, ,,Excel,Tier 2,,,,,Cyprus Table List Beneficiaries ERDF OP1 05022010.xls,,Proprietor ,,,,,,Project Title,,,,,,,,,,,,,,,Total (EU/Cyprus),,Approval Year ,,,,,http://www.structuralfunds.org.cy/uploadfiles/Table%20List%20Beneficiaries%20OP1%2011022010.pdf, Cyprus Original data,,,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//cyprus/index_en.htm
CYPRUS,national,All regions,,ERDF,,"PROJECT OPERATIONAL EMPLOYMENT, HUMAN CAPITAL AND SOCIAL COHESION ",,,,Excel,Tier 2,,,,,Cyprus Table List Beneficiaries ESF OP2_DEC2009.xls,,Proprietor ,,,,,,Project Title,,,,,,,,,,,,,,,Total (EU/Cyprus),,Approval Year ,,,,,http://www.structuralfunds.org.cy/uploadfiles/Table_List%20of%20BeneficiariesOP2%2015062009.pdf,,,,,,,,http://www.structuralfunds.org.cy/default.aspx?articleID=17565
CZECH REPUBLIC,national,Jihovýchod,cz_jihovyahad_erdf.xls,ERDF,,,,South East,CZK,Excel,Tier 2,,,,,seznam-prijemcu-dotace-vsechny-po-ek-po-24-vrr.xls,,,,Priority,,Název příjemce,,Název projektu,,,,,,,,,,ERDF,,,,,Alokovaná částka,Celková částka proplacená při konci projektu,Rok alokace/Rok finální platby,,,,,,http://www.jihovychod.cz/download/prijemci-rop/24-vrr/seznam-prijemcu-dotace-vsechny-po-ek-po-24-vrr.xls,,,,,,,http://www.jihovychod.cz/cs/pro-prijemce/seznam-prijemcu
CZECH REPUBLIC,national,Jihozápad,,ERDF,,,,South West,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rr-jihozapad.cz/VismoOnline_ActionScripts/File.aspx?id_org=200047&id_dokumenty=3000,,,,28-Feb-10,,,,http://www.rr-jihozapad.cz/vismo/zobraz_dok.asp?id_org=200047&id_ktg=1146&p1=2936,Requested XLS from fojtl@rr-jihozapad.cz
CZECH REPUBLIC,national,Moravskoslezsko,cz_moravian-silesian_erdf.xls,ERDF,,,,,CZK,excel,Tier 2,,,,,No link at page,,,,,,Název příjemce,,Název projektu,,,,,,,,Alokovaná částka,,,,,,,,Celková částka proplacená při konci projektu,Rok alokace / Rok finální platby,,,,,,,,,,,,,http://www.rr-moravskoslezsko.cz/realizuji-projekt/list-of-beneficiaries?lred=1
CZECH REPUBLIC,national,Praha,cz_prague_erdf.xls,ERDF,,,,,,Excel,Tier 2,,,,,No excel link at page,,,,,Registrační číslo,Žadatel,,Název projektu,,,,,,,,,,Výše schválené podpory (Kč),,,,,,,,,,,,,,,,,,,,http://www.prahafondy.eu/cz/oppk/dokumenty.html
CZECH REPUBLIC,national,Severovýchod,,ERDF,,,,,,PDF in English,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rada-severovychod.cz/file/496,,,,,,,,http://www.rada-severovychod.cz/file/496
CZECH REPUBLIC,national,Severozápad,,ERDF,,,,cz_severozapad_erdf.xls (needs to be reviewed),,Excel,Tier 2,,,,,prijemci_seznam2.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nuts2severozapad.cz/rop_sz/realizovane_projekty/
CZECH REPUBLIC,national,Střední Čechy,,ERDF,,,,,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ropstrednicechy.cz/download.php?file=e73f86ac-eeba-4183-be67-a0ea63a29ca3.pdf&directory=/files/&name=LIST%20OF%20BENEFICIARIES%201.3.2010%20/%20Seznam%20př%C3%ADjemců%20k%201.%203.%202010.pdf&tableName=files&id=e73f86ac-eeba-4183-be67-a0ea63a29ca3&counterField=counter,,,,3 Jan 2010  ,,,,http://www.ropstrednicechy.cz/vyzvy.php?vysledky=true&mid=168b9230-949f-102b-acac-00e0814daf34&isCategory=true
CZECH REPUBLIC,national,Střední Morava,,ERDF,,,,,,Word,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rr-strednimorava.cz/file/1429_1_1/,,,,,http://www.rr-strednimorava.cz/file/1429/
CZECH REPUBLIC,national,All regions,,ESF,,,,,,HTML,Tier 2,,,,,list_of_beneficiaries_100302.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.esfcr.cz/modules/projects/index.php,,,,,,http://www.esfcr.cz/modules/projects/index.php
CZECH REPUBLIC,national,All regions,,ERDF +ESF +CF,,,,cz_allregions_erdf_esf_cf.xls (needs to be reviewed),,,Tier 2,,,,,No data source listed
ESTONIA,national,All regions,ee_allregions_cf.xls,CF,,,,Also has 2004 - 2006 information,EEK,HTML,Tier 2,yes,yes,yes,yes,index.php.html,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nim,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,Kestus,,,,, ,http://www.struktuurifondid.ee/index.php?searchtype=2&id=13841&search_criteria=0&search_string=&toetuse_saaja=&registrikood=&projekti_nimi=&juriidilise_isiku_vorm%5B%5D=0&toetuse_andja=&programmiperiood=2007-2013&meede=&fond=CF&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&kestvus=&kestvus_kuni=&maakond=&search=Otsi,,Daily,Daily,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//estonia/index_en.htm
ESTONIA,national,all regions,ee_allregions_erdf.csv,ERDF,,,,,EEK,HTML,Tier 2,yes,yes,yes,yes,No data source listed,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nim,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,Kestus
ESTONIA,national,all regions,,ESF ,,,,Rob to redo CSV creation. This HTML dataset is for both ESF and EFRE,,HTML ,Tier 2,yes,yes,yes,yes,Euroopa Liidu struktuurifondid.html,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nim,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,Kestus,,,,,,http://www.struktuurifondid.ee/?searchtype=1&id=13841&search_criteria=0&search_string=esf&toetuse_saaja=&registrikood=&projekti_nimi=&maakond=&programmiperiood=&meede=&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&fond=&kestvus=&kestvus_k,,Daily,Daily,,,http://www.struktuurifondid.ee/?searchtype=1&id=13841&search_criteria=0&search_string=esf&toetuse_saaja=&registrikood=&projekti_nimi=&maakond=&programmiperiood=&meede=&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&fond=&kestvus=&kestvus_k
HUNGARY,national,Dél-Alföld,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Dél-Dunántúl,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Észak-Alföld,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Észak-Magyarország,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Közép-Dunántúl,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Közép-Magyarország,,ERDF,,,,HTML Single website with search facility ,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,Nyugat-Dunántúl,,ERDF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
HUNGARY,national,All,,ESF,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nfu.hu/content/58,,19-Mar-10,,,,http://www.nfu.hu/content/58
LATVIA,national,all regions,lv_allregions_esf_nva.csv,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa858a9a35f1.81314678.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,, ,,http://www.nva.lv/esf/docs/16_4aaa858a9a35f1.81314678.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85944c21b4.57368853.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85944c21b4.57368853.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85b4ebd805.13450327.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85b4ebd805.13450327.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85bdf3a721.04656218.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85bdf3a721.04656218.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85c7d8f4e0.10955599.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85c7d8f4e0.10955599.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85d467c374.26752498.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85d467c374.26752498.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85dcdb7116.31876907.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85dcdb7116.31876907.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa85e9658a29.75483554.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa85e9658a29.75483554.doc,,,,,http://www.nva.gov.lv/esf/index.php?cid=3&mid=29
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa86008681c3.73471595.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa86008681c3.73471595.doc
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa860cbe00b2.14120176.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa860cbe00b2.14120176.doc
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa86189c36c5.44221829.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa86189c36c5.44221829.doc
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4acf341bdd2d46.96153488.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4acf341bdd2d46.96153488.doc
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa864cd09105.04433356.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa864cd09105.04433356.doc,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//latvia/index_en.htm
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa8657df30d3.28245536.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa8657df30d3.28245536.doc,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//latvia/index_en.htm
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4aaa8663301262.76121649.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4aaa8663301262.76121649.doc,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//latvia/index_en.htm
LATVIA,national,all regions,,ESF,LL,Darbības programma „Cilvēkresursi un nodarbinātība”,NVA,,LVL,Excel,Tier 2,,,,,16_4acc7aba41b0c9.53228198.doc,,,,,,PROJEKTA ĪSTENOTĀJS,,,,,,"DARBĪBAS PROGRAMMAS APAKŠAKTIVITĀTE, KURAS IETVAROS PIEŠĶIRTS ESF FINANSĒJUMS",,,,,,Projekta attiecināmais ESF līdzfinansējums (LVL),Projekta attiecināmais nacionālais līdzfinansējums (LVL),,,,Projekta kopējās attiecināmās izmaksas (LVL),,,,,,PROJEKTA APSTIPRINĀŠANAS DATUMS,,,,http://www.nva.lv/esf/docs/16_4acc7aba41b0c9.53228198.doc,,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//latvia/index_en.htm
