Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
UK,national,West Midlands,uk_west_midlands.csv,ERDF ,KL,Operational Programme 'West Midlands',"West Midlands England ERDF Regional Competitiveness and Employment programme, All Priorities",50.00%,,,,,,,,,,PDF,Tier 1,,,,,,,,,,Applicant,,Project,,,,,Priority,,,,,Budget Approved ERDF,Budget Approved AWM,Budget Approved Other Public,Budget Approved Private,,,,,,,,,Project Approval Date,,,,ERDF Beneficiaries_tcm9-16686.pdf,http://www.advantagewm.co.uk/Images/ERDF%20Beneficiaries_tcm9-16686.pdf,,,,,,http://www.advantagewm.co.uk/working-with-us/ERDF-Programme/default.aspx
UK,national,West Midlands,uk_westmidlands_ESF1.csv,ESF,MC,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,Department for Work and Pensions (DWP) - West Midlands,,,,,GBP,,,,PDF,Tier 1,,,,,,,,,,Provider Name,,Project File,,,Subcontractor,,,,,,,,,,,,Funding,,,,,,,Contract Start Date,,,,uk_westmidlands_ESF1.pdf,http://www.esf.gov.uk/_docs/projects_wm_dwp.pdf
UK,national,West Midlands,uk_westmidlands_ESF2.xls,ESF,FP,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,Learning and Skills Council (LSC) - West Midlands,,,,,,,,,PDF,Tier 1,,,,,,,,,,Provider Name,,Project Title,,,Subcontractor,,,,,,,,,,,,Funding,,,,,,Contract End Date,Contract Start Date,,,,uk_westmidlands_ESF2.pdf,http://www.esf.gov.uk/_docs/projects_west_midlands_lsc.pdf
UK,national,West Midlands,uk_westmidlands_ESF3.xls,ESF,MC,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,West Midlands - Technical Assistance,,,,,,,,,PDF,Tier 1,,,,,,,,,,Organisation/Project,,,,,,,,,,,,,,,,,Project Total,,,,,,End Date of Project,Start Date of Project,,,,ta_west_midlands.pdf,http://www.esf.gov.uk/_docs/ta_west_midlands.pdf
UK,national,Yorkshire & the Humber,uk_yorkshire_humber_esf1.csv,ESF,MC,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,Department for Work and Pensions (DWP) - Yorkshire and the Humber,,,,,,,,,PDF,Tier 1,,,,,,,,,,Provider Name,,Project Title,,,Subcontractor,,,,,,,,,,,,Funding,,,,,,,Contract Start Date,,,,uk_yorkshire_humber_ESF_1_.pdf,http://www.esf.gov.uk/_docs/projects_yorkshire_humber_dwp.pdf
UK,national,Yorkshire & the Humber,uk_yorkshire_humber_esf2.csv,ESF,KL,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,Learning and Skills Council (LSC) - Yorkshire and the Humber,"Also ""partners"" field",,,,,,,,PDF,Tier 1,,,,,,,,,,Provider,,Project,,,Subcontractor,,,,,,,,,,,,Funding,,,,,,End Date,Start Date,,,,uk_yorkshire_humber_esf2.pdf,http://www.esf.gov.uk/_docs/projects_yorkshire_humber_lsc.pdf
UK,national,Yorkshire & the Humber,uk_yorkshire_humber_esf3.csv,ESF,MC,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme","England and Gibraltar ESF Convergence, Competitiveness and Employment Programme, All Priorities",51.08%,Yorkshire and the Humber - Technical Assistance,"The lists show the names of the projects, the amount of public funding awarded to each project, and the names of providers and any sub-contractors or partners.

In line with EU regulations, the lists show total public funding (i.e. ESF and the national match contribution). - See http://www.esf.gov.uk/esf_in_action/esf_projects.asp",,,,,,,,PDF,Tier 1,,,,,,,,,,Organisation/Project,,,,,,,,,,,,,,,,,Project Total,,,,,,End Date of Project,Start Date of Project,,,,ta_yorkshire_humber.pdf,http://www.esf.gov.uk/_docs/ta_yorkshire_humber.pdf
UK,national,Yorkshire & the Humber,uk_yorkshire_humber_erdf.csv,ERDF,MC,Operational Programme 'Yorkshire and The Humber',"Yorkshire and Humberside England ERDF Regional Competitiveness and Employment programme, All Priorities",50.00%,,"NB: Pls call to ask about ""New ERDF committed"" and ""New public match committed'",,,,,,,,PDF,Tier 1,,,,,,,,,,Name of Beneficiary,,Name of Operation,,,,,,,,,Public / Private Match Contracted,ERDF Contracted,,,,,,,,,,,ERDF End Date,ERDF Start Date,,,,Beneficiary List 18-01-10.pdf,http://www.yorkshire-forward.com/sites/default/files/documents/Beneficiary%20List%2018-01-10.pdf,,,,,,http://www.yorkshire-forward.com/about/our-funding/erdf/programme-progress/funded-projects
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity/Modern human resources management in the state administration,Approved project budget line BG051PO002/09/2.1-03,,,,,23-12-09,,,PDF,Tier 2,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reziume_AMSdoc.pdf,http://www.eufunds.bg/docs/Reziume_AMSdoc.pdf,,,http://www.opac.government.bg/images/stories/docs/512_Reziume_VSS.doc,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/№ K09-15-4 ""Efficiency, accountability and coordination in the judiciary""",Approved project budget line BG051PO002/09/1.5-02,,,,,23-12-09,,,PDF,Tier 2,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSS_09-1.5.pdf,http://www.eufunds.bg/docs/VSS_09-1.5.pdf,,,http://www.opac.government.bg/images/stories/docs/511_Reziume_Prokuratura_1.5..doc,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/№ K09-15-1/29.04.2009 on ""Strengthening the capacity of the Prosecutor of the Republic of Bulgaria in cooperation with supervisory authorities to counter crime offenses and protect the public interest and rights of citizens"" ",Approved project budget line BG051PO002/09/1.5-02,,,,,23-12-09,,,PDF,Tier 2,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reziume_Prokuratura_1 5.pdf,http://www.eufunds.bg/docs/Reziume_Prokuratura_1%205%20.pdf,,,http://www.opac.government.bg/images/stories/docs/509_Reziume_MP.doc,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/№ K09-15-5 - Publicity and effectiveness of insolvency proceedings """,Approved project budget line BG051PO002/09/1.5-02,,,,,,,,PDF,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reziume_MP.pdf,http://www.eufunds.bg/docs/Reziume_MP.pdf,,,http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D188%253A2008-06-20-07-04-20%26catid%3D22%253A-a%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhj4RNl3sFbDcK0__k8tj1YCydAjDg,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity/Transparent and accountable public administration,Projects approved procedure BG051PO002/08/1.2.-04,,,,,,,,ZIP/PDF,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Files 1.2.1.zip,http://www.eufunds.bg/docs/Files%201.2.1.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D185%253A2008-06-20-06-46-48%26catid%3D22%253A-a%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhi5qiFxVuT77Po0W-wR_0FLdjhmOA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity/Administration - Business Partner ,Projects approved procedure BG051PO002/08/1.4.-02,,,,,,,,ZIP/PDF,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILES 1.4.zip,http://www.eufunds.bg/docs/FILES%201.4.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D406%253A2009-03-13-15-38-11%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhgvIfasEqLcwHdke0H2fuMfRMBRKA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Development of civil society - effectiveness and professionalism to achieve a partnership with the administration and the judiciary """,Approved projects under the budget line BG051PO002/07/2.3-01,,,,,,,,RAR,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odobreni proekti BG051PO002072.3-01 .rar,http://www.eufunds.bg/docs/Odobreni%20proekti%20BG051PO002072.3-01%20.rar,,,,,,http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D405%253A2009-03-13-15-34-33%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhjbI3THbF-I5WqI9ObFcUgRAVBrYQ
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Projects approved in the first procedures for the direct provision of grants under the OP ""Administrative Capacity""",,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proekti_Konkretni_beneficienti.pdf,http://www.eufunds.bg/docs/Proekti_Konkretni_beneficienti.pdf,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D404%253A2009-03-13-15-19-46%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhjm1RK-DvMYPW0jiGs1kfSjxPqJnQ,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity / Approved projects for specific procedures beneficiaries opened in March 2008
",,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadebna sistema 3.3.zip,http://www.eufunds.bg/docs/___Projects_OPAC.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D403%253A2009-03-13-15-08-33%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhjaV8IfJo42LMFO9pjkq9Oy0g5Z7A,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Competent judicial system and effective management of human resources
",,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/Copy%20of%20Sadebna%20sistema%202.4.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D402%253A2009-03-13-14-41-56%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhidYHLQItmSctSr4WN6RbUKs8pnFg,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity/Improving service delivery by the judiciary through the development of information technology,,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/Sadebna%20sistema%203.3.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D402%253A2009-03-13-14-41-56%26catid%3D45%253A2009-03-13-14-23-53%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhidYHLQItmSctSr4WN6RbUKs8pnFg,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity/Transparent and efficient judicial system,,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/court%201.5.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D191%253A2008-06-20-07-14-11%26catid%3D23%253A2008-06-20-06-43-35%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhiyzWS2_2jRuI2bsixRg5swOLRJGA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Civil Society - more ideas for transparency and accessibility of public administration "" ",,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/New%20Folder.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D190%253A2008-06-20-07-11-06%26catid%3D23%253A2008-06-20-06-43-35%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhgQfS2Cpi99j5iuuC2SlmgCOv8dpA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity / Strengthening the capacity of civil society,,,,,,,,,ZIP,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/Rezumeta.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D186%253A2008-06-20-06-52-59%26catid%3D23%253A2008-06-20-06-43-35%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhhZWFnGXcmQpcrTACXklMiPUZ8t-Q,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Competent judicial system and effective management of human resources,,,,,,,,,PDF,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/Approved%20projectsBG051PO002_08_3.1_02.zip,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D234%253Aq-q-%26catid%3D42%253A2008-12-06-07-20-46%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhgJRiB2eck7xT5nFyU_v6FEz7JYGA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,Administrative Capacity / Projects approved procedure BG051PO002/08/3.1-02,,,,,,,,,PDF,Tier 2,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/Procuratura_K09-24-2.pdf,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D232%253Aq-q-%26catid%3D42%253A2008-12-06-07-20-46%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhiSanp7m3TdUAV4CXwtEi0eNr1s3w,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Improve service for citizens and businesses, including through the development of eGovernment ",can't find this in EUfunds.bg,,,,,,,,word,Tier 2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D431%253A-31-%26catid%3D30%253A-2007-%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhhQFeLuojQbF4_ZAGkdYGZn-Kpn3Q,,,http://ef.mlsp.government.bg/gf.php?id=1932
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Improve service for citizens and businesses, including through the development of eGovernment",can't find this in EUfunds.bg,,,,,,,,word,Tier 2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D75%253A2008-05-25-19-12-28%26catid%3D30%253A-2007-%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhiucXOm_397uNidYYw7dbV3WYISVA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Improve service for citizens and businesses, including through the development of eGovernment",can't find this in EUFunds.bg,,,,,,,,word,Tier 2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D73%253A2008-05-25-19-11-53%26catid%3D30%253A-2007-%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhhtcmtKT7ocRufzuqpVMfUVr1I7DA,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,"Administrative Capacity/Improve service for citizens and businesses, including through the development of eGovernment",can't find this in EUFunds.bg,,,,,,,,word,Tier 2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,,,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF-8&sl=bg&tl=en&u=http://www.opac.government.bg/index.php%3Foption%3Dcom_content%26view%3Darticle%26id%3D72%253A2008-05-25-19-11-26%26catid%3D30%253A-2007-%26Itemid%3D2%26lang%3Dbg&prev=_t&rurl=translate.google.com&twu=1&usg=ALkJrhjzc9V1hRZV-N9v3WHpQwuhrpVy-w,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All regions,,ESF,,Multiple - check ,,,OP Human Resources,"DOUBLE CHECK please, could be more files",,,,,,,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,file:///Network/Servers/bij-ods-0.bij.city.ac.uk/Network/Users/annamariecumiskey/Downloads/tablica_multicultural.pdf,http://www.eufunds.bg/index.php?cat=272,,,,,http://ef.mlsp.government.bg/gf.php?id=1933
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,OP Transport,"Initial note said XLS, but it's a PDF - it can be scraped",,,,,,,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list of beneficiaries- OPT-may 2008.pdf,http://www.optransport.bg/upload/docs/Table_list_beneficiaries_english_may_2008.pdfhttp://www.eufunds.bg/docs/list%20of%20beneficiaries-%20OPT-may%202008.pdf,,,,,,http://www.eufunds.bg/index.php?cat=276
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness"" //Technological upgrading in SMEs""","Initial note said it's XLS, but cannot find xls - this is pdf",,,,,,,,"PDF, not excel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contracts_SMEs_168.pdf,http://www.eufunds.bg/docs/Contracts_SMEs_168.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness /""Meeting the internationally recognized standards""",List of contracts for grants under the open procedure for competitive selection of projects with a fixed deadline for applications BG161PO003-2.1.03,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contracts_QMS2_181.pdf,http://www.eufunds.bg/docs/Contracts_QMS2_181.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness""// ""Technological modernization in large corporations""",List of contracts for grants procedure BG161PO003-2.1.05,,,,,,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contracts_List_LARGE.xls,,http://www.eufunds.bg/docs/Contracts_List_LARGE.xls,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness""//""Meeting the internationally recognized standards""",Projects approved procedure for granting financial assistance 2007BG161PO003/2.1.2-01/2007,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP_Comp_List_Contracts_QMS_19-09-2008-published-2.pdf,http://www.eufunds.bg/docs/OP_Comp_List_Contracts_QMS_19-09-2008-published-2.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness // Support for establishment and development of innovative start-up ventures",Contracts procedure for granting financial assistance 2007BG161PO003/1.1.1-01/2007,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copy of Info_dogovori_STF_17_12_2008_published.pdf,http://www.eufunds.bg/docs/Copy%20of%20Info_dogovori_STF_17_12_2008_published.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Competitiveness // ""Commercialization of innovative products, processes and provision of innovative services",Projects approved procedure for the provision of grants № BG161PO003-1.1.02,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPISAK.pdf,http://www.eufunds.bg/docs/SPISAK.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - List of contracts with municipalities in OP ""Regional Development"", PHARE and ISPA",,,,,,,,,XLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spravka sklu4eni dogovori ob6tini-16 11 09.xls,,http://www.eufunds.bg/docs/spravka%20sklu4eni%20dogovori%20ob6tini-16%2011%2009.xls,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Support for improving the urban environment """,,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/OPRD_web.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Support to ensure appropriate and cost-effective educational, social and cultural infrastructure, contributing to the sustainable development of urban habitats",,,,,,,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/1_1_01.zip,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Support for limiting and preventing risks and damage in fires in urban agglomeration areas """,,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/%CF%F0%E8%EB%EE%E6%E5%ED%E8%E5%2011_1.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Support for integrated and sustainable local development through the rehabilitation and reconstruction of municipal roads.",,,,,,,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/2_1_02.zip,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Support for effective national marketing of the tourism product and improve information services """,,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/%CF%F0%E8%EB%EE%E6%E5%ED%E8%E5%2011.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"Operational Programme ""Regional Development"" - Approved projects beneficiaries under the scheme for providing grants BG161PO001/4.1-01/2007",,,,,,,,,ZIP / PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,http://www.eufunds.bg/docs/4_1_01.zip,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"OP ""Environment""","List of approved projects and beneficiaries of the Operational Programme Environment
updated on 10.5.2010 to",,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list of beneficiaries All-BG May.pdf,http://www.eufunds.bg/docs/list%20of%20beneficiaries%20All-BG%20May.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,"ERDF
",,Multiple - check ,,,"OP ""Environment""",List of beneficiaries of the Operational Programme Environment,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list-beneficiaries_BG.pdf,http://www.eufunds.bg/docs/list-beneficiaries_BG.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"OP ""Environment""","Approved projects, and procedures for beneficiaries under OP Environment",,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL-beneficiaries_BG.pdf,http://www.eufunds.bg/docs/ALL-beneficiaries_BG.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"OP ""Environment""",Approved projects and beneficiaries procedure BG161PO005/08/1.10/01/02 - Improvement of infrastructure for water and wastewater,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list-beneficiaries_Infra-Water-BG_1.pdf,http://www.eufunds.bg/docs/list-beneficiaries_Infra-Water-BG_1.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"OP ""Environment""","Technical assistance for preparation of investment projects under priority axis 1 of Operational Programme ""Environment 2007-2013""",,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BG161PO005-08-1.30-01-01-status-TA-water_dog.pdf,http://www.eufunds.bg/docs/BG161PO005-08-1.30-01-01-status-TA-water_dog.pdf,,,,,,http://www.eufunds.bg/bg/page/96
